time,ia,ib,ic,vthev_a,v_a,v_n, omega,torque,theta_com, theta_e
0.00000,0.000,0.000,0.000,1.200,1.199,0.600,0.0000,0.0157,0.0000,0.0000
0.00005,0.030,-0.030,0.000,1.200,1.199,0.600,0.0001,0.0313,0.0031,0.0000
0.00010,0.060,-0.060,0.000,1.200,1.198,0.600,0.0003,0.0469,0.0063,0.0000
0.00015,0.089,-0.089,0.000,1.200,1.198,0.600,0.0006,0.0624,0.0094,0.0000
0.00020,0.119,-0.119,0.000,1.200,1.197,0.600,0.0012,0.0779,0.0126,0.0000
0.00025,0.148,-0.148,0.000,1.200,1.196,0.600,0.0018,0.0933,0.0157,0.0000
0.00030,0.178,-0.178,0.000,1.200,1.196,0.600,0.0027,0.1087,0.0188,0.0000
0.00035,0.207,-0.207,0.000,1.200,1.195,0.600,0.0037,0.1240,0.0220,0.0000
0.00040,0.236,-0.236,0.000,1.200,1.195,0.600,0.0048,0.1392,0.0251,0.0000
0.00045,0.265,-0.265,0.000,1.200,1.194,0.599,0.0061,0.1544,0.0283,0.0000
0.00050,0.294,-0.294,0.000,1.200,1.194,0.599,0.0075,0.1695,0.0314,0.0000
0.00055,0.323,-0.323,0.000,1.200,1.193,0.599,0.0091,0.1845,0.0346,0.0000
0.00060,0.351,-0.351,0.000,1.200,1.192,0.599,0.0109,0.1995,0.0377,0.0000
0.00065,0.380,-0.380,0.000,1.200,1.192,0.599,0.0128,0.2144,0.0408,0.0000
0.00070,0.408,-0.408,0.000,1.200,1.191,0.599,0.0148,0.2292,0.0440,0.0000
0.00075,0.437,-0.437,0.000,1.200,1.191,0.599,0.0170,0.2440,0.0471,0.0000
0.00080,0.465,-0.465,0.000,1.200,1.190,0.598,0.0193,0.2587,0.0503,0.0000
0.00085,0.493,-0.493,0.000,1.200,1.190,0.598,0.0218,0.2734,0.0534,0.0000
0.00090,0.521,-0.521,0.000,1.200,1.189,0.598,0.0245,0.2879,0.0565,0.0000
0.00095,0.548,-0.548,0.000,1.200,1.188,0.598,0.0272,0.3024,0.0597,0.0000
0.00100,0.576,-0.576,0.000,1.200,1.188,0.597,0.0302,0.3169,0.0628,0.0000
0.00105,0.604,-0.604,0.000,1.200,1.187,0.597,0.0332,0.3312,0.0660,0.0000
0.00110,0.631,-0.631,0.000,1.200,1.187,0.597,0.0365,0.3455,0.0691,0.0000
0.00115,0.658,-0.658,0.000,1.200,1.186,0.597,0.0398,0.3597,0.0723,0.0000
0.00120,0.685,-0.685,0.000,1.200,1.186,0.596,0.0433,0.3739,0.0754,0.0000
0.00125,0.712,-0.712,0.000,1.200,1.185,0.596,0.0469,0.3879,0.0785,0.0000
0.00130,0.739,-0.739,0.000,1.200,1.185,0.596,0.0507,0.4019,0.0817,0.0000
0.00135,0.766,-0.766,0.000,1.200,1.184,0.595,0.0546,0.4158,0.0848,0.0000
0.00140,0.792,-0.792,0.000,1.200,1.184,0.595,0.0587,0.4297,0.0880,0.0000
0.00145,0.819,-0.819,0.000,1.200,1.183,0.594,0.0629,0.4434,0.0911,0.0000
0.00150,0.845,-0.845,0.000,1.200,1.183,0.594,0.0672,0.4571,0.0942,0.0000
0.00155,0.871,-0.871,0.000,1.200,1.182,0.594,0.0717,0.4707,0.0974,0.0000
0.00160,0.897,-0.897,0.000,1.200,1.182,0.593,0.0763,0.4842,0.1005,0.0000
0.00165,0.922,-0.923,0.000,1.200,1.181,0.593,0.0810,0.4977,0.1037,0.0000
0.00170,0.948,-0.948,0.000,1.200,1.181,0.592,0.0859,0.5110,0.1068,0.0000
0.00175,0.974,-0.974,0.000,1.200,1.180,0.592,0.0909,0.5243,0.1100,0.0001
0.00180,0.999,-0.999,0.000,1.200,1.180,0.592,0.0961,0.5375,0.1131,0.0001
0.00185,1.024,-1.024,0.000,1.200,1.179,0.591,0.1013,0.5506,0.1162,0.0001
0.00190,1.049,-1.049,0.000,1.200,1.179,0.591,0.1068,0.5636,0.1194,0.0001
0.00195,1.074,-1.074,0.000,1.200,1.178,0.590,0.1123,0.5766,0.1225,0.0001
0.00200,1.099,-1.099,0.000,1.200,1.178,0.590,0.1180,0.5894,0.1257,0.0001
0.00205,1.123,-1.123,0.000,1.200,1.177,0.589,0.1237,0.6022,0.1288,0.0001
0.00210,1.147,-1.147,0.000,1.200,1.177,0.589,0.1297,0.6149,0.1319,0.0001
0.00215,1.172,-1.172,0.000,1.200,1.176,0.588,0.1357,0.6275,0.1351,0.0001
0.00220,1.196,-1.196,0.000,1.200,1.176,0.588,0.1419,0.6400,0.1382,0.0001
0.00225,1.220,-1.220,0.000,1.200,1.175,0.587,0.1482,0.6524,0.1414,0.0001
0.00230,1.243,-1.243,0.000,1.200,1.175,0.586,0.1546,0.6647,0.1445,0.0001
0.00235,1.267,-1.267,0.000,1.200,1.174,0.586,0.1612,0.6770,0.1477,0.0001
0.00240,1.290,-1.290,0.000,1.200,1.174,0.585,0.1678,0.6891,0.1508,0.0001
0.00245,1.313,-1.313,0.000,1.200,1.173,0.585,0.1746,0.7012,0.1539,0.0001
0.00250,1.336,-1.336,0.000,1.200,1.173,0.584,0.1815,0.7132,0.1571,0.0001
0.00255,1.359,-1.359,0.000,1.200,1.172,0.583,0.1886,0.7251,0.1602,0.0002
0.00260,1.382,-1.382,0.000,1.200,1.172,0.583,0.1957,0.7368,0.1634,0.0002
0.00265,1.404,-1.404,0.000,1.200,1.171,0.582,0.2030,0.7485,0.1665,0.0002
0.00270,1.427,-1.427,0.000,1.200,1.171,0.582,0.2104,0.7601,0.1696,0.0002
0.00275,1.449,-1.449,0.000,1.200,1.171,0.581,0.2179,0.7716,0.1728,0.0002
0.00280,1.471,-1.471,0.000,1.200,1.170,0.580,0.2255,0.7831,0.1759,0.0002
0.00285,1.493,-1.493,0.000,1.200,1.170,0.580,0.2332,0.7944,0.1791,0.0002
0.00290,1.514,-1.514,0.000,1.200,1.169,0.579,0.2410,0.8056,0.1822,0.0002
0.00295,1.536,-1.536,0.000,1.200,1.169,0.578,0.2490,0.8167,0.1854,0.0002
0.00300,1.557,-1.557,0.000,1.200,1.168,0.577,0.2571,0.8277,0.1885,0.0003
0.00305,1.578,-1.578,0.000,1.200,1.168,0.577,0.2652,0.8387,0.1916,0.0003
0.00310,1.599,-1.599,0.000,1.200,1.168,0.576,0.2735,0.8495,0.1948,0.0003
0.00315,1.620,-1.620,0.000,1.200,1.167,0.575,0.2819,0.8602,0.1979,0.0003
0.00320,1.641,-1.641,0.000,1.200,1.167,0.574,0.2904,0.8709,0.2011,0.0003
0.00325,1.661,-1.661,0.000,1.200,1.166,0.574,0.2990,0.8814,0.2042,0.0003
0.00330,1.681,-1.681,0.000,1.200,1.166,0.573,0.3077,0.8919,0.2073,0.0003
0.00335,1.701,-1.701,0.000,1.200,1.166,0.572,0.3165,0.9022,0.2105,0.0004
0.00340,1.721,-1.721,0.000,1.200,1.165,0.571,0.3255,0.9124,0.2136,0.0004
0.00345,1.741,-1.741,0.000,1.200,1.165,0.571,0.3345,0.9226,0.2168,0.0004
0.00350,1.760,-1.760,0.000,1.200,1.164,0.570,0.3436,0.9326,0.2199,0.0004
0.00355,1.779,-1.779,0.000,1.200,1.164,0.569,0.3528,0.9425,0.2231,0.0004
0.00360,1.798,-1.798,0.000,1.200,1.164,0.568,0.3621,0.9524,0.2262,0.0004
0.00365,1.817,-1.817,0.000,1.200,1.163,0.567,0.3716,0.9621,0.2293,0.0005
0.00370,1.836,-1.836,0.000,1.200,1.163,0.566,0.3811,0.9717,0.2325,0.0005
0.00375,1.855,-1.855,0.000,1.200,1.163,0.566,0.3907,0.9813,0.2356,0.0005
0.00380,1.873,-1.873,0.000,1.200,1.162,0.565,0.4004,0.9907,0.2388,0.0005
0.00385,1.891,-1.891,0.000,1.200,1.162,0.564,0.4102,1.0000,0.2419,0.0005
0.00390,1.909,-1.909,0.000,1.200,1.161,0.563,0.4201,1.0092,0.2450,0.0006
0.00395,1.927,-1.927,0.000,1.200,1.161,0.562,0.4301,1.0183,0.2482,0.0006
0.00400,1.944,-1.944,0.000,1.200,1.161,0.561,0.4402,1.0273,0.2513,0.0006
0.00405,1.962,-1.962,0.000,1.200,1.160,0.560,0.4503,1.0363,0.2545,0.0006
0.00410,1.979,-1.979,0.000,1.200,1.160,0.559,0.4606,1.0451,0.2576,0.0006
0.00415,1.996,-1.996,0.000,1.200,1.160,0.558,0.4709,1.0537,0.2608,0.0007
0.00420,2.013,-2.013,0.000,1.200,1.159,0.558,0.4814,1.0623,0.2639,0.0007
0.00425,2.029,-2.029,0.000,1.200,1.159,0.557,0.4919,1.0708,0.2670,0.0007
0.00430,2.046,-2.046,0.000,1.200,1.159,0.556,0.5025,1.0792,0.2702,0.0007
0.00435,2.062,-2.062,0.000,1.200,1.158,0.555,0.5132,1.0875,0.2733,0.0008
0.00440,2.078,-2.078,0.000,1.200,1.158,0.554,0.5240,1.0956,0.2765,0.0008
0.00445,2.094,-2.094,0.000,1.200,1.158,0.553,0.5348,1.1037,0.2796,0.0008
0.00450,2.109,-2.109,0.000,1.200,1.158,0.552,0.5457,1.1116,0.2827,0.0008
0.00455,2.125,-2.125,0.000,1.200,1.157,0.551,0.5567,1.1195,0.2859,0.0009
0.00460,2.140,-2.140,0.000,1.200,1.157,0.550,0.5678,1.1272,0.2890,0.0009
0.00465,2.155,-2.155,0.000,1.200,1.157,0.549,0.5790,1.1348,0.2922,0.0009
0.00470,2.170,-2.170,0.000,1.200,1.156,0.548,0.5902,1.1424,0.2953,0.0010
0.00475,2.184,-2.184,0.000,1.200,1.156,0.547,0.6016,1.1498,0.2985,0.0010
0.00480,2.199,-2.199,0.000,1.200,1.156,0.546,0.6130,1.1571,0.3016,0.0010
0.00485,2.213,-2.213,0.000,1.200,1.155,0.545,0.6244,1.1643,0.3047,0.0010
0.00490,2.227,-2.227,0.000,1.200,1.155,0.544,0.6360,1.1714,0.3079,0.0011
0.00495,2.241,-2.241,0.000,1.200,1.155,0.543,0.6476,1.1783,0.3110,0.0011
0.00500,2.255,-2.255,0.000,1.200,1.155,0.542,0.6592,1.1852,0.3142,0.0011
0.00505,2.268,-2.268,0.000,1.200,1.154,0.540,0.6710,1.1920,0.3173,0.0012
0.00510,2.281,-2.281,0.000,1.200,1.154,0.539,0.6828,1.1986,0.3204,0.0012
0.00515,2.294,-2.294,0.000,1.200,1.154,0.538,0.6947,1.2052,0.3236,0.0012
0.00520,2.307,-2.307,0.000,1.200,1.154,0.537,0.7066,1.2116,0.3267,0.0013
0.00525,2.320,-2.320,0.000,1.200,1.153,0.536,0.7186,1.2179,0.3299,0.0013
0.00530,2.332,-2.332,0.000,1.200,1.153,0.535,0.7307,1.2242,0.3330,0.0013
0.00535,2.345,-2.345,0.000,1.200,1.153,0.534,0.7428,1.2303,0.3362,0.0014
0.00540,2.357,-2.357,0.000,1.200,1.153,0.533,0.7550,1.2363,0.3393,0.0014
0.00545,2.368,-2.369,0.000,1.200,1.152,0.532,0.7673,1.2422,0.3424,0.0015
0.00550,2.380,-2.380,0.000,1.200,1.152,0.531,0.7796,1.2479,0.3456,0.0015
0.00555,2.392,-2.392,0.000,1.200,1.152,0.529,0.7920,1.2536,0.3487,0.0015
0.00560,2.403,-2.403,0.000,1.200,1.152,0.528,0.8044,1.2592,0.3519,0.0016
0.00565,2.414,-2.414,0.000,1.200,1.152,0.527,0.8169,1.2646,0.3550,0.0016
0.00570,2.425,-2.425,0.000,1.200,1.151,0.526,0.8294,1.2700,0.3581,0.0017
0.00575,2.435,-2.435,0.000,1.200,1.151,0.525,0.8420,1.2752,0.3613,0.0017
0.00580,2.446,-2.446,0.000,1.200,1.151,0.524,0.8547,1.2803,0.3644,0.0017
0.00585,2.456,-2.456,0.000,1.200,1.151,0.522,0.8674,1.2854,0.3676,0.0018
0.00590,2.466,-2.466,0.000,1.200,1.150,0.521,0.8801,1.2903,0.3707,0.0018
0.00595,2.476,-2.476,0.000,1.200,1.150,0.520,0.8929,1.2951,0.3738,0.0019
0.00600,2.486,-2.486,0.000,1.200,1.150,0.519,0.9057,1.2998,0.3770,0.0019
0.00605,2.495,-2.495,0.000,1.200,1.150,0.518,0.9186,1.3044,0.3801,0.0020
0.00610,2.505,-2.505,0.000,1.200,1.150,0.517,0.9316,1.3088,0.3833,0.0020
0.00615,2.514,-2.514,0.000,1.200,1.150,0.515,0.9445,1.3132,0.3864,0.0021
0.00620,2.522,-2.523,0.000,1.200,1.149,0.514,0.9576,1.3175,0.3896,0.0021
0.00625,2.531,-2.531,0.000,1.200,1.149,0.513,0.9706,1.3216,0.3927,0.0021
0.00630,2.540,-2.540,0.000,1.200,1.149,0.512,0.9837,1.3256,0.3958,0.0022
0.00635,2.548,-2.548,0.000,1.200,1.149,0.510,0.9969,1.3296,0.3990,0.0022
0.00640,2.556,-2.556,0.000,1.200,1.149,0.509,1.0101,1.3334,0.4021,0.0023
0.00645,2.564,-2.564,0.000,1.200,1.149,0.508,1.0233,1.3371,0.4053,0.0023
0.00650,2.572,-2.572,0.000,1.200,1.148,0.507,1.0365,1.3407,0.4084,0.0024
0.00655,2.579,-2.579,0.000,1.200,1.148,0.505,1.0498,1.3443,0.4115,0.0024
0.00660,2.586,-2.586,0.000,1.200,1.148,0.504,1.0632,1.3476,0.4147,0.0025
0.00665,2.594,-2.594,0.000,1.200,1.148,0.503,1.0765,1.3509,0.4178,0.0026
0.00670,2.600,-2.600,0.000,1.200,1.148,0.502,1.0899,1.3541,0.4210,0.0026
0.00675,2.607,-2.607,0.000,1.200,1.148,0.500,1.1034,1.3572,0.4241,0.0027
0.00680,2.614,-2.614,0.000,1.200,1.148,0.499,1.1168,1.3602,0.4273,0.0027
0.00685,2.620,-2.620,0.000,1.200,1.147,0.498,1.1303,1.3630,0.4304,0.0028
0.00690,2.626,-2.626,0.000,1.200,1.147,0.497,1.1438,1.3658,0.4335,0.0028
0.00695,2.632,-2.632,0.000,1.200,1.147,0.495,1.1574,1.3685,0.4367,0.0029
0.00700,2.638,-2.638,0.000,1.200,1.147,0.494,1.1710,1.3710,0.4398,0.0029
0.00705,2.643,-2.643,0.000,1.200,1.147,0.493,1.1846,1.3735,0.4430,0.0030
0.00710,2.649,-2.649,0.000,1.200,1.147,0.491,1.1982,1.3758,0.4461,0.0031
0.00715,2.654,-2.654,0.000,1.200,1.147,0.490,1.2118,1.3780,0.4492,0.0031
0.00720,2.659,-2.659,0.000,1.200,1.147,0.489,1.2255,1.3802,0.4524,0.0032
0.00725,2.664,-2.664,0.000,1.200,1.147,0.487,1.2392,1.3822,0.4555,0.0032
0.00730,2.668,-2.668,0.000,1.200,1.147,0.486,1.2529,1.3841,0.4587,0.0033
0.00735,2.673,-2.673,0.000,1.200,1.146,0.485,1.2666,1.3860,0.4618,0.0034
0.00740,2.677,-2.677,0.000,1.200,1.146,0.483,1.2804,1.3877,0.4650,0.0034
0.00745,2.681,-2.681,0.000,1.200,1.146,0.482,1.2941,1.3893,0.4681,0.0035
0.00750,2.685,-2.685,0.000,1.200,1.146,0.481,1.3079,1.3908,0.4712,0.0036
0.00755,2.689,-2.689,0.000,1.200,1.146,0.479,1.3217,1.3922,0.4744,0.0036
0.00760,2.692,-2.692,0.000,1.200,1.146,0.478,1.3355,1.3935,0.4775,0.0037
0.00765,2.695,-2.695,0.000,1.200,1.146,0.477,1.3493,1.3948,0.4807,0.0038
0.00770,2.699,-2.699,0.000,1.200,1.146,0.475,1.3632,1.3959,0.4838,0.0038
0.00775,2.702,-2.702,0.000,1.200,1.146,0.474,1.3770,1.3969,0.4869,0.0039
0.00780,2.704,-2.704,0.000,1.200,1.146,0.472,1.3909,1.3978,0.4901,0.0040
0.00785,2.707,-2.707,0.000,1.200,1.146,0.471,1.4047,1.3986,0.4932,0.0040
0.00790,2.709,-2.709,0.000,1.200,1.146,0.470,1.4186,1.3993,0.4964,0.0041
0.00795,2.711,-2.711,0.000,1.200,1.146,0.468,1.4325,1.3999,0.4995,0.0042
0.00800,2.713,-2.713,0.000,1.200,1.146,0.467,1.4464,1.4005,0.5027,0.0042
0.00805,2.715,-2.715,0.000,1.200,1.146,0.466,1.4603,1.4009,0.5058,0.0043
0.00810,2.717,-2.717,0.000,1.200,1.146,0.464,1.4742,1.4012,0.5089,0.0044
0.00815,2.718,-2.718,0.000,1.200,1.146,0.463,1.4881,1.4014,0.5121,0.0045
0.00820,2.720,-2.720,0.000,1.200,1.146,0.461,1.5020,1.4016,0.5152,0.0045
0.00825,2.721,-2.721,0.000,1.200,1.146,0.460,1.5159,1.4016,0.5184,0.0046
0.00830,2.722,-2.722,0.000,1.200,1.146,0.459,1.5298,1.4015,0.5215,0.0047
0.00835,2.723,-2.723,0.000,1.200,1.146,0.457,1.5437,1.4014,0.5246,0.0048
0.00840,2.723,-2.723,0.000,1.200,1.146,0.456,1.5576,1.4011,0.5278,0.0048
0.00845,2.724,-2.724,0.000,1.200,1.146,0.454,1.5715,1.4008,0.5309,0.0049
0.00850,2.724,-2.724,0.000,1.200,1.146,0.453,1.5853,1.4004,0.5341,0.0050
0.00855,2.724,-2.724,0.000,1.200,1.146,0.452,1.5992,1.3998,0.5372,0.0051
0.00860,2.724,-2.724,0.000,1.200,1.146,0.450,1.6131,1.3992,0.5404,0.0052
0.00865,2.724,-2.724,0.000,1.200,1.146,0.449,1.6270,1.3985,0.5435,0.0052
0.00870,2.723,-2.723,0.000,1.200,1.146,0.447,1.6409,1.3977,0.5466,0.0053
0.00875,2.723,-2.723,0.000,1.200,1.146,0.446,1.6547,1.3968,0.5498,0.0054
0.00880,2.722,-2.722,0.000,1.200,1.146,0.444,1.6686,1.3958,0.5529,0.0055
0.00885,2.721,-2.721,0.000,1.200,1.146,0.443,1.6824,1.3948,0.5561,0.0056
0.00890,2.720,-2.720,0.000,1.200,1.146,0.442,1.6962,1.3936,0.5592,0.0057
0.00895,2.719,-2.719,0.000,1.200,1.146,0.440,1.7101,1.3924,0.5623,0.0057
0.00900,2.717,-2.717,0.000,1.200,1.146,0.439,1.7239,1.3910,0.5655,0.0058
0.00905,2.716,-2.716,0.000,1.200,1.146,0.437,1.7377,1.3896,0.5686,0.0059
0.00910,2.714,-2.714,0.000,1.200,1.146,0.436,1.7514,1.3881,0.5718,0.0060
0.00915,2.712,-2.712,0.000,1.200,1.146,0.434,1.7652,1.3865,0.5749,0.0061
0.00920,2.710,-2.710,0.000,1.200,1.146,0.433,1.7790,1.3848,0.5781,0.0062
0.00925,2.708,-2.708,0.000,1.200,1.146,0.431,1.7927,1.3830,0.5812,0.0063
0.00930,2.705,-2.705,0.000,1.200,1.146,0.430,1.8064,1.3812,0.5843,0.0064
0.00935,2.703,-2.703,0.000,1.200,1.146,0.428,1.8201,1.3793,0.5875,0.0064
0.00940,2.700,-2.700,0.000,1.200,1.146,0.427,1.8338,1.3772,0.5906,0.0065
0.00945,2.697,-2.697,0.000,1.200,1.146,0.426,1.8474,1.3751,0.5938,0.0066
0.00950,2.694,-2.694,0.000,1.200,1.146,0.424,1.8611,1.3730,0.5969,0.0067
0.00955,2.691,-2.691,0.000,1.200,1.146,0.423,1.8747,1.3707,0.6000,0.0068
0.00960,2.688,-2.688,0.000,1.200,1.146,0.421,1.8883,1.3684,0.6032,0.0069
0.00965,2.684,-2.684,0.000,1.200,1.146,0.420,1.9018,1.3659,0.6063,0.0070
0.00970,2.681,-2.681,0.000,1.200,1.146,0.418,1.9154,1.3634,0.6095,0.0071
0.00975,2.677,-2.677,0.000,1.200,1.147,0.417,1.9289,1.3609,0.6126,0.0072
0.00980,2.673,-2.673,0.000,1.200,1.147,0.415,1.9424,1.3582,0.6158,0.0073
0.00985,2.669,-2.669,0.000,1.200,1.147,0.414,1.9558,1.3555,0.6189,0.0074
0.00990,2.665,-2.665,0.000,1.200,1.147,0.412,1.9693,1.3527,0.6220,0.0075
0.00995,2.661,-2.661,0.000,1.200,1.147,0.411,1.9827,1.3498,0.6252,0.0076
0.01000,2.656,-2.656,0.000,1.200,1.147,0.409,1.9960,1.3468,0.6283,0.0077
0.01005,2.651,-2.651,0.000,1.200,1.147,0.408,2.0094,1.3438,0.6315,0.0078
0.01010,2.647,-2.647,0.000,1.200,1.147,0.406,2.0227,1.3407,0.6346,0.0079
0.01015,2.642,-2.642,0.000,1.200,1.147,0.405,2.0360,1.3375,0.6377,0.0080
0.01020,2.637,-2.637,0.000,1.200,1.147,0.403,2.0493,1.3342,0.6409,0.0081
0.01025,2.632,-2.632,0.000,1.200,1.147,0.402,2.0625,1.3309,0.6440,0.0082
0.01030,2.626,-2.626,0.000,1.200,1.148,0.400,2.0757,1.3275,0.6472,0.0083
0.01035,2.621,-2.621,0.000,1.200,1.148,0.399,2.0888,1.3241,0.6503,0.0084
0.01040,2.615,-2.615,0.000,1.200,1.148,0.397,2.1019,1.3205,0.6535,0.0085
0.01045,2.609,-2.609,0.000,1.200,1.148,0.396,2.1150,1.3169,0.6566,0.0086
0.01050,2.604,-2.604,0.000,1.200,1.148,0.394,2.1281,1.3132,0.6597,0.0087
0.01055,2.598,-2.598,0.000,1.200,1.148,0.393,2.1411,1.3095,0.6629,0.0088
0.01060,2.591,-2.591,0.000,1.200,1.148,0.392,2.1541,1.3057,0.6660,0.0089
0.01065,2.585,-2.585,0.000,1.200,1.148,0.390,2.1670,1.3018,0.6692,0.0090
0.01070,2.579,-2.579,0.000,1.200,1.149,0.389,2.1799,1.2979,0.6723,0.0091
0.01075,2.572,-2.572,0.000,1.200,1.149,0.387,2.1927,1.2939,0.6754,0.0092
0.01080,2.566,-2.566,0.000,1.200,1.149,0.386,2.2056,1.2898,0.6786,0.0094
0.01085,2.559,-2.559,0.000,1.200,1.149,0.384,2.2183,1.2857,0.6817,0.0095
0.01090,2.552,-2.552,0.000,1.200,1.149,0.383,2.2311,1.2815,0.6849,0.0096
0.01095,2.545,-2.545,0.000,1.200,1.149,0.381,2.2438,1.2773,0.6880,0.0097
0.01100,2.538,-2.538,0.000,1.200,1.149,0.380,2.2564,1.2730,0.6912,0.0098
0.01105,2.531,-2.531,0.000,1.200,1.150,0.378,2.2690,1.2686,0.6943,0.0099
0.01110,2.523,-2.523,0.000,1.200,1.150,0.377,2.2816,1.2641,0.6974,0.0100
0.01115,2.516,-2.516,0.000,1.200,1.150,0.375,2.2941,1.2597,0.7006,0.0101
0.01120,2.508,-2.508,0.000,1.200,1.150,0.374,2.3066,1.2551,0.7037,0.0103
0.01125,2.501,-2.501,0.000,1.200,1.150,0.372,2.3190,1.2505,0.7069,0.0104
0.01130,2.493,-2.493,0.000,1.200,1.150,0.371,2.3314,1.2459,0.7100,0.0105
0.01135,2.485,-2.485,0.000,1.200,1.150,0.369,2.3437,1.2411,0.7131,0.0106
0.01140,2.477,-2.477,0.000,1.200,1.151,0.368,2.3560,1.2364,0.7163,0.0107
0.01145,2.469,-2.469,0.000,1.200,1.151,0.366,2.3682,1.2315,0.7194,0.0108
0.01150,2.461,-2.461,0.000,1.200,1.151,0.365,2.3804,1.2267,0.7226,0.0110
0.01155,2.452,-2.452,0.000,1.200,1.151,0.363,2.3926,1.2217,0.7257,0.0111
0.01160,2.444,-2.444,0.000,1.200,1.151,0.362,2.4047,1.2168,0.7288,0.0112
0.01165,2.435,-2.435,0.000,1.200,1.151,0.360,2.4167,1.2117,0.7320,0.0113
0.01170,2.426,-2.427,0.000,1.200,1.152,0.359,2.4287,1.2066,0.7351,0.0114
0.01175,2.418,-2.418,0.000,1.200,1.152,0.357,2.4407,1.2015,0.7383,0.0116
0.01180,2.409,-2.409,0.000,1.200,1.152,0.356,2.4525,1.1963,0.7414,0.0117
0.01185,2.400,-2.400,0.000,1.200,1.152,0.354,2.4644,1.1911,0.7446,0.0118
0.01190,2.391,-2.391,0.000,1.200,1.152,0.353,2.4762,1.1858,0.7477,0.0119
0.01195,2.382,-2.382,0.000,1.200,1.153,0.351,2.4879,1.1805,0.7508,0.0120
0.01200,2.372,-2.372,0.000,1.200,1.153,0.350,2.4996,1.1752,0.7540,0.0122
0.01205,2.363,-2.363,0.000,1.200,1.153,0.348,2.5112,1.1698,0.7571,0.0123
0.01210,2.354,-2.354,0.000,1.200,1.153,0.347,2.5228,1.1643,0.7603,0.0124
0.01215,2.344,-2.344,0.000,1.200,1.153,0.345,2.5343,1.1588,0.7634,0.0125
0.01220,2.334,-2.335,0.000,1.200,1.154,0.344,2.5458,1.1533,0.7665,0.0127
0.01225,2.325,-2.325,0.000,1.200,1.154,0.342,2.5572,1.1477,0.7697,0.0128
0.01230,2.315,-2.315,0.000,1.200,1.154,0.341,2.5685,1.1421,0.7728,0.0129
0.01235,2.305,-2.305,0.000,1.200,1.154,0.340,2.5798,1.1364,0.7760,0.0131
0.01240,2.295,-2.295,0.000,1.200,1.154,0.338,2.5911,1.1307,0.7791,0.0132
0.01245,2.285,-2.285,0.000,1.200,1.155,0.337,2.6022,1.1250,0.7823,0.0133
0.01250,2.275,-2.275,0.000,1.200,1.155,0.335,2.6134,1.1192,0.7854,0.0134
0.01255,2.265,-2.265,0.000,1.200,1.155,0.334,2.6244,1.1134,0.7885,0.0136
0.01260,2.254,-2.254,0.000,1.200,1.155,0.332,2.6354,1.1075,0.7917,0.0137
0.01265,2.244,-2.244,0.000,1.200,1.155,0.331,2.6464,1.1017,0.7948,0.0138
0.01270,2.234,-2.234,0.000,1.200,1.156,0.329,2.6573,1.0957,0.7980,0.0140
0.01275,2.223,-2.223,0.000,1.200,1.156,0.328,2.6681,1.0898,0.8011,0.0141
0.01280,2.213,-2.213,0.000,1.200,1.156,0.326,2.6789,1.0838,0.8042,0.0142
0.01285,2.202,-2.202,0.000,1.200,1.156,0.325,2.6896,1.0778,0.8074,0.0144
0.01290,2.191,-2.191,0.000,1.200,1.156,0.323,2.7002,1.0717,0.8105,0.0145
0.01295,2.180,-2.180,0.000,1.200,1.157,0.322,2.7108,1.0657,0.8137,0.0146
0.01300,2.169,-2.169,0.000,1.200,1.157,0.321,2.7214,1.0596,0.8168,0.0148
0.01305,2.158,-2.158,0.000,1.200,1.157,0.319,2.7318,1.0534,0.8200,0.0149
0.01310,2.147,-2.147,0.000,1.200,1.157,0.318,2.7422,1.0473,0.8231,0.0151
0.01315,2.136,-2.136,0.000,1.200,1.157,0.316,2.7526,1.0411,0.8262,0.0152
0.01320,2.125,-2.125,0.000,1.200,1.158,0.315,2.7629,1.0348,0.8294,0.0153
0.01325,2.114,-2.114,0.000,1.200,1.158,0.313,2.7731,1.0286,0.8325,0.0155
0.01330,2.103,-2.103,0.000,1.200,1.158,0.312,2.7832,1.0223,0.8357,0.0156
0.01335,2.091,-2.091,0.000,1.200,1.158,0.311,2.7933,1.0160,0.8388,0.0157
0.01340,2.080,-2.080,0.000,1.200,1.159,0.309,2.8034,1.0097,0.8419,0.0159
0.01345,2.069,-2.069,0.000,1.200,1.159,0.308,2.8133,1.0034,0.8451,0.0160
0.01350,2.057,-2.057,0.000,1.200,1.159,0.306,2.8232,0.9970,0.8482,0.0162
0.01355,2.045,-2.045,0.000,1.200,1.159,0.305,2.8331,0.9906,0.8514,0.0163
0.01360,2.034,-2.034,0.000,1.200,1.160,0.303,2.8429,0.9842,0.8545,0.0164
0.01365,2.022,-2.022,0.000,1.200,1.160,0.302,2.8526,0.9778,0.8577,0.0166
0.01370,2.010,-2.010,0.000,1.200,1.160,0.301,2.8622,0.9713,0.8608,0.0167
0.01375,1.999,-1.999,0.000,1.200,1.160,0.299,2.8718,0.9649,0.8639,0.0169
0.01380,1.987,-1.987,0.000,1.200,1.161,0.298,2.8813,0.9584,0.8671,0.0170
0.01385,1.975,-1.975,0.000,1.200,1.161,0.296,2.8908,0.9519,0.8702,0.0172
0.01390,1.963,-1.963,0.000,1.200,1.161,0.295,2.9002,0.9454,0.8734,0.0173
