time,ia,ib,ic,vthev_a,v_a,v_n, omega,torque,theta_com, theta_e
0.12835,-2.693,0.000,2.693,1.200,1.254,0.659,2.0284,-1.6038,8.0645,0.0988
0.12840,-2.683,0.000,2.683,1.200,1.253,0.659,2.0122,-1.5980,8.0676,0.0989
0.12845,-2.674,0.000,2.674,1.200,1.253,0.659,1.9961,-1.5922,8.0708,0.0990
0.12850,-2.665,0.000,2.665,1.200,1.253,0.659,1.9801,-1.5862,8.0739,0.0991
0.12855,-2.655,0.000,2.655,1.200,1.253,0.659,1.9641,-1.5800,8.0770,0.0992
0.12860,-2.645,0.000,2.645,1.200,1.253,0.658,1.9482,-1.5738,8.0802,0.0993
0.12865,-2.635,0.000,2.635,1.200,1.252,0.658,1.9323,-1.5674,8.0833,0.0994
0.12870,-2.625,0.000,2.625,1.200,1.252,0.658,1.9165,-1.5610,8.0865,0.0995
0.12875,-2.614,0.000,2.614,1.200,1.252,0.658,1.9008,-1.5544,8.0896,0.0996
0.12880,-2.603,0.000,2.603,1.200,1.252,0.657,1.8851,-1.5477,8.0927,0.0997
0.12885,-2.592,0.000,2.592,1.200,1.252,0.657,1.8695,-1.5408,8.0959,0.0998
0.12890,-2.581,0.000,2.581,1.200,1.251,0.657,1.8540,-1.5339,8.0990,0.0999
0.12895,-2.570,0.000,2.570,1.200,1.251,0.656,1.8386,-1.5268,8.1022,0.1000
0.12900,-2.558,0.000,2.558,1.200,1.251,0.656,1.8232,-1.5197,8.1053,0.1001
0.12905,-2.547,0.000,2.547,1.200,1.251,0.656,1.8079,-1.5124,8.1085,0.1002
0.12910,-2.535,0.000,2.535,1.200,1.250,0.656,1.7926,-1.5050,8.1116,0.1003
0.12915,-2.523,0.000,2.523,1.200,1.250,0.655,1.7774,-1.4975,8.1147,0.1004
0.12920,-2.510,0.000,2.510,1.200,1.250,0.655,1.7623,-1.4899,8.1179,0.1004
0.12925,-2.498,0.000,2.498,1.200,1.250,0.655,1.7473,-1.4822,8.1210,0.1005
0.12930,-2.485,0.000,2.485,1.200,1.249,0.655,1.7324,-1.4744,8.1242,0.1006
0.12935,-2.472,0.000,2.472,1.200,1.249,0.654,1.7175,-1.4665,8.1273,0.1007
0.12940,-2.459,0.000,2.459,1.200,1.249,0.654,1.7027,-1.4585,8.1304,0.1008
0.12945,-2.446,0.000,2.446,1.200,1.249,0.654,1.6880,-1.4503,8.1336,0.1009
0.12950,-2.433,0.000,2.433,1.200,1.248,0.653,1.6734,-1.4421,8.1367,0.1010
0.12955,-2.419,0.000,2.419,1.200,1.248,0.653,1.6589,-1.4338,8.1399,0.1011
0.12960,-2.406,0.000,2.406,1.200,1.248,0.653,1.6444,-1.4254,8.1430,0.1011
0.12965,-2.392,0.000,2.392,1.200,1.248,0.652,1.6301,-1.4168,8.1461,0.1012
0.12970,-2.378,0.000,2.378,1.200,1.247,0.652,1.6158,-1.4082,8.1493,0.1013
0.12975,-2.364,0.000,2.364,1.200,1.247,0.652,1.6016,-1.3995,8.1524,0.1014
0.12980,-2.349,0.000,2.349,1.200,1.247,0.652,1.5875,-1.3907,8.1556,0.1015
0.12985,-2.335,0.000,2.335,1.200,1.246,0.651,1.5734,-1.3818,8.1587,0.1015
0.12990,-2.320,0.000,2.320,1.200,1.246,0.651,1.5595,-1.3728,8.1619,0.1016
0.12995,-2.305,0.000,2.305,1.200,1.246,0.651,1.5457,-1.3638,8.1650,0.1017
0.13000,-2.290,0.000,2.290,1.200,1.245,0.650,1.5319,-1.3546,8.1681,0.1018
0.13005,-2.275,0.000,2.275,1.200,1.245,0.650,1.5183,-1.3453,8.1713,0.1018
0.13010,-2.260,0.000,2.260,1.200,1.245,0.650,1.5047,-1.3360,8.1744,0.1019
0.13015,-2.244,0.000,2.244,1.200,1.245,0.649,1.4912,-1.3266,8.1776,0.1020
0.13020,-2.229,0.000,2.229,1.200,1.244,0.649,1.4778,-1.3171,8.1807,0.1021
0.13025,-2.213,0.000,2.213,1.200,1.244,0.649,1.4645,-1.3075,8.1838,0.1021
0.13030,-2.197,0.000,2.197,1.200,1.244,0.648,1.4514,-1.2978,8.1870,0.1022
0.13035,-2.181,0.000,2.181,1.200,1.243,0.648,1.4383,-1.2880,8.1901,0.1023
0.13040,-2.165,0.000,2.165,1.200,1.243,0.648,1.4253,-1.2782,8.1933,0.1024
0.13045,-2.148,0.000,2.148,1.200,1.243,0.648,1.4124,-1.2683,8.1964,0.1024
0.13050,-2.132,0.000,2.132,1.200,1.242,0.647,1.3996,-1.2583,8.1996,0.1025
0.13055,-2.115,0.000,2.115,1.200,1.242,0.647,1.3869,-1.2482,8.2027,0.1026
0.13060,-2.099,0.000,2.099,1.200,1.242,0.647,1.3743,-1.2381,8.2058,0.1026
0.13065,-2.082,0.000,2.082,1.200,1.241,0.646,1.3618,-1.2279,8.2090,0.1027
0.13070,-2.065,0.000,2.065,1.200,1.241,0.646,1.3494,-1.2176,8.2121,0.1028
0.13075,-2.048,0.000,2.048,1.200,1.241,0.646,1.3371,-1.2072,8.2153,0.1029
0.13080,-2.030,0.000,2.030,1.200,1.240,0.645,1.3249,-1.1968,8.2184,0.1029
0.13085,-2.013,0.000,2.013,1.200,1.240,0.645,1.3128,-1.1863,8.2215,0.1030
0.13090,-1.996,0.000,1.996,1.200,1.240,0.645,1.3009,-1.1757,8.2247,0.1030
0.13095,-1.978,0.000,1.978,1.200,1.239,0.644,1.2890,-1.1651,8.2278,0.1031
0.13100,-1.960,0.000,1.960,1.200,1.239,0.644,1.2772,-1.1544,8.2310,0.1032
0.13105,-1.942,0.000,1.942,1.200,1.238,0.644,1.2656,-1.1436,8.2341,0.1032
0.13110,-1.925,0.000,1.925,1.200,1.238,0.644,1.2540,-1.1328,8.2373,0.1033
0.13115,-1.906,0.000,1.906,1.200,1.238,0.643,1.2426,-1.1219,8.2404,0.1034
0.13120,-1.888,0.000,1.888,1.200,1.237,0.643,1.2313,-1.1110,8.2435,0.1034
0.13125,-1.870,0.000,1.870,1.200,1.237,0.643,1.2200,-1.1000,8.2467,0.1035
0.13130,-1.852,0.000,1.852,1.200,1.237,0.642,1.2089,-1.0889,8.2498,0.1036
0.13135,-1.833,0.000,1.833,1.200,1.236,0.642,1.1979,-1.0778,8.2530,0.1036
0.13140,-1.815,0.000,1.815,1.200,1.236,0.642,1.1870,-1.0666,8.2561,0.1037
0.13145,-1.796,0.000,1.796,1.200,1.236,0.641,1.1762,-1.0554,8.2592,0.1037
0.13150,-1.777,0.000,1.777,1.200,1.235,0.641,1.1656,-1.0441,8.2624,0.1038
0.13155,-1.758,0.000,1.758,1.200,1.235,0.641,1.1550,-1.0328,8.2655,0.1039
0.13160,-1.739,0.000,1.739,1.200,1.234,0.641,1.1446,-1.0214,8.2687,0.1039
0.13165,-1.720,0.000,1.720,1.200,1.234,0.640,1.1343,-1.0099,8.2718,0.1040
0.13170,-1.701,0.000,1.701,1.200,1.234,0.640,1.1241,-0.9985,8.2750,0.1040
0.13175,-1.682,0.000,1.682,1.200,1.233,0.640,1.1140,-0.9869,8.2781,0.1041
0.13180,-1.663,0.000,1.663,1.200,1.233,0.639,1.1040,-0.9754,8.2812,0.1041
0.13185,-1.643,0.000,1.643,1.200,1.232,0.639,1.0941,-0.9637,8.2844,0.1042
0.13190,-1.624,0.000,1.624,1.200,1.232,0.639,1.0844,-0.9521,8.2875,0.1042
0.13195,-1.604,0.000,1.604,1.200,1.232,0.639,1.0747,-0.9404,8.2907,0.1043
0.13200,-1.585,0.000,1.585,1.200,1.231,0.638,1.0652,-0.9286,8.2938,0.1044
0.13205,-1.565,0.000,1.565,1.200,1.231,0.638,1.0558,-0.9168,8.2969,0.1044
0.13210,-1.545,0.000,1.545,1.200,1.231,0.638,1.0465,-0.9050,8.3001,0.1045
0.13215,-1.526,0.000,1.526,1.200,1.230,0.637,1.0374,-0.8931,8.3032,0.1045
0.13220,-1.506,0.000,1.506,1.200,1.230,0.637,1.0283,-0.8812,8.3064,0.1046
0.13225,-1.486,0.000,1.486,1.200,1.229,0.637,1.0194,-0.8693,8.3095,0.1046
0.13230,-1.466,0.000,1.466,1.200,1.229,0.637,1.0106,-0.8573,8.3127,0.1047
0.13235,-1.446,0.000,1.446,1.200,1.229,0.636,1.0019,-0.8453,8.3158,0.1047
0.13240,-1.426,0.000,1.426,1.200,1.228,0.636,0.9934,-0.8333,8.3189,0.1048
0.13245,-1.405,0.000,1.405,1.200,1.228,0.636,0.9849,-0.8212,8.3221,0.1048
0.13250,-1.385,0.000,1.385,1.200,1.227,0.636,0.9766,-0.8091,8.3252,0.1049
0.13255,-1.365,0.000,1.365,1.200,1.227,0.635,0.9684,-0.7970,8.3284,0.1049
0.13260,-1.344,0.000,1.344,1.200,1.226,0.635,0.9603,-0.7848,8.3315,0.1050
0.13265,-1.324,0.000,1.324,1.200,1.226,0.635,0.9524,-0.7727,8.3346,0.1050
0.13270,-1.304,0.000,1.304,1.200,1.226,0.635,0.9445,-0.7604,8.3378,0.1051
0.13275,-1.283,0.000,1.283,1.200,1.225,0.635,0.9368,-0.7482,8.3409,0.1051
0.13280,-1.263,0.000,1.263,1.200,1.225,0.634,0.9292,-0.7360,8.3441,0.1052
0.13285,-1.242,0.000,1.242,1.200,1.224,0.634,0.9218,-0.7237,8.3472,0.1052
0.13290,-1.221,0.000,1.221,1.200,1.224,0.634,0.9144,-0.7114,8.3504,0.1052
0.13295,-1.201,0.000,1.201,1.200,1.224,0.634,0.9072,-0.6991,8.3535,0.1053
0.13300,-1.180,0.000,1.180,1.200,1.223,0.633,0.9001,-0.6868,8.3566,0.1053
0.13305,-1.159,0.000,1.159,1.200,1.223,0.633,0.8931,-0.6744,8.3598,0.1054
0.13310,-1.139,0.000,1.139,1.200,1.222,0.633,0.8863,-0.6621,8.3629,0.1054
0.13315,-1.118,0.000,1.118,1.200,1.222,0.633,0.8795,-0.6497,8.3661,0.1055
0.13320,-1.097,0.000,1.097,1.200,1.222,0.633,0.8729,-0.6373,8.3692,0.1055
0.13325,-1.076,0.000,1.076,1.200,1.221,0.632,0.8664,-0.6249,8.3723,0.1056
0.13330,-1.055,0.000,1.055,1.200,1.221,0.632,0.8601,-0.6125,8.3755,0.1056
0.13335,-1.034,0.000,1.034,24.700,24.705,8.633,0.8539,-0.2954,8.3786,0.1056
0.13340,-0.241,-0.374,0.615,24.700,24.689,8.633,0.8508,0.0204,8.3818,0.1057
0.13345,0.549,-0.746,0.197,-0.700,-0.710,0.167,0.8509,0.0079,8.3849,0.1057
0.13350,0.493,-0.695,0.202,-0.700,-0.709,0.167,0.8509,-0.0045,8.3881,0.1058
0.13355,0.437,-0.644,0.207,-0.700,-0.708,0.167,0.8507,-0.0169,8.3912,0.1058
0.13360,0.382,-0.594,0.212,-0.700,-0.707,0.167,0.8504,-0.0292,8.3943,0.1059
0.13365,0.326,-0.543,0.217,-0.700,-0.705,0.167,0.8500,-0.0415,8.3975,0.1059
0.13370,0.271,-0.493,0.222,-0.700,-0.704,0.167,0.8495,-0.0537,8.4006,0.1059
0.13375,0.216,-0.443,0.227,-0.700,-0.703,0.167,0.8489,-0.0658,8.4038,0.1060
0.13380,0.161,-0.393,0.232,12.000,-3.903,-0.901,0.8481,-0.1190,8.4069,0.1060
0.13385,0.000,-0.290,0.290,12.000,0.927,0.709,0.8468,-0.1099,8.4100,0.1061
0.13390,0.000,-0.268,0.268,12.000,0.927,0.709,0.8456,-0.1008,8.4132,0.1061
0.13395,0.000,-0.246,0.246,12.000,0.926,0.709,0.8445,-0.0918,8.4163,0.1062
0.13400,0.000,-0.224,0.224,12.000,0.926,0.709,0.8434,-0.0828,8.4195,0.1062
0.13405,0.000,-0.202,0.202,12.000,0.926,0.709,0.8425,-0.0738,8.4226,0.1062
0.13410,0.000,-0.180,0.180,12.000,0.925,0.708,0.8417,-0.0648,8.4258,0.1063
0.13415,0.000,-0.158,0.158,12.000,0.925,0.708,0.8409,-0.0559,8.4289,0.1063
0.13420,0.000,-0.136,0.136,12.000,0.924,0.708,0.8402,-0.0469,8.4320,0.1064
0.13425,0.000,-0.114,0.114,12.000,0.924,0.708,0.8397,-0.0380,8.4352,0.1064
0.13430,0.000,-0.093,0.093,12.000,0.924,0.708,0.8392,-0.0292,8.4383,0.1064
0.13435,0.000,-0.071,0.071,12.000,0.924,0.708,0.8388,-0.0203,8.4415,0.1065
0.13440,0.000,-0.049,0.049,12.000,0.923,0.708,0.8385,-0.0115,8.4446,0.1065
0.13445,0.000,-0.028,0.028,12.000,0.923,0.708,0.8382,-0.0027,8.4477,0.1066
0.13450,0.000,-0.007,0.007,12.000,0.923,0.708,0.8381,0.0061,8.4509,0.1066
0.13455,0.000,0.015,-0.015,12.000,0.923,0.708,0.8380,0.0148,8.4540,0.1067
0.13460,0.000,0.036,-0.036,12.000,0.923,0.708,0.8381,0.0236,8.4572,0.1067
0.13465,0.000,0.057,-0.057,12.000,0.923,0.708,0.8382,0.0323,8.4603,0.1067
0.13470,0.000,0.078,-0.078,12.000,0.923,0.708,0.8384,0.0409,8.4635,0.1068
0.13475,0.000,0.099,-0.099,12.000,0.923,0.708,0.8387,0.0496,8.4666,0.1068
0.13480,0.000,0.120,-0.120,12.000,0.923,0.708,0.8391,0.0582,8.4697,0.1069
0.13485,0.000,0.141,-0.141,12.000,0.923,0.708,0.8396,0.0668,8.4729,0.1069
0.13490,0.000,0.162,-0.162,12.000,0.923,0.708,0.8402,0.0753,8.4760,0.1070
0.13495,0.000,0.183,-0.183,12.000,0.923,0.708,0.8408,0.0839,8.4792,0.1070
0.13500,0.000,0.203,-0.203,12.000,0.923,0.708,0.8415,0.0924,8.4823,0.1070
0.13505,0.000,0.224,-0.224,12.000,0.924,0.708,0.8423,0.1009,8.4854,0.1071
0.13510,0.000,0.244,-0.244,12.000,0.924,0.708,0.8432,0.1093,8.4886,0.1071
0.13515,0.000,0.265,-0.265,12.000,0.924,0.708,0.8442,0.1177,8.4917,0.1072
0.13520,0.000,0.285,-0.285,12.000,0.925,0.708,0.8453,0.1261,8.4949,0.1072
0.13525,0.000,0.305,-0.305,12.000,0.925,0.708,0.8464,0.1345,8.4980,0.1072
0.13530,0.000,0.325,-0.325,12.000,0.925,0.708,0.8477,0.1428,8.5011,0.1073
0.13535,0.000,0.345,-0.345,12.000,0.926,0.709,0.8490,0.1511,8.5043,0.1073
0.13540,0.000,0.365,-0.365,12.000,0.926,0.709,0.8504,0.1593,8.5074,0.1074
0.13545,0.000,0.385,-0.385,12.000,0.927,0.709,0.8519,0.1676,8.5106,0.1074
0.13550,0.000,0.405,-0.405,12.000,0.927,0.709,0.8535,0.1758,8.5137,0.1075
0.13555,0.000,0.424,-0.424,12.000,0.928,0.709,0.8551,0.1840,8.5169,0.1075
0.13560,0.000,0.444,-0.444,12.000,0.928,0.709,0.8568,0.1921,8.5200,0.1075
0.13565,0.000,0.463,-0.463,12.000,0.929,0.710,0.8587,0.2002,8.5231,0.1076
0.13570,0.000,0.483,-0.483,12.000,0.930,0.710,0.8605,0.2083,8.5263,0.1076
0.13575,0.000,0.502,-0.502,12.000,0.930,0.710,0.8625,0.2163,8.5294,0.1077
0.13580,0.000,0.521,-0.521,12.000,0.931,0.710,0.8646,0.2243,8.5326,0.1077
0.13585,0.000,0.541,-0.541,12.000,0.932,0.711,0.8667,0.2323,8.5357,0.1078
0.13590,0.000,0.560,-0.560,12.000,0.932,0.711,0.8689,0.2403,8.5388,0.1078
0.13595,0.000,0.579,-0.579,12.000,0.933,0.711,0.8712,0.2482,8.5420,0.1078
0.13600,0.000,0.597,-0.597,12.000,0.934,0.711,0.8736,0.2561,8.5451,0.1079
0.13605,0.000,0.616,-0.616,12.000,0.935,0.712,0.8760,0.2639,8.5483,0.1079
0.13610,0.000,0.635,-0.635,12.000,0.936,0.712,0.8786,0.2717,8.5514,0.1080
0.13615,0.000,0.653,-0.653,12.000,0.937,0.712,0.8812,0.2795,8.5546,0.1080
0.13620,0.000,0.672,-0.672,12.000,0.937,0.712,0.8839,0.2872,8.5577,0.1081
0.13625,0.000,0.690,-0.690,12.000,0.938,0.713,0.8866,0.2949,8.5608,0.1081
0.13630,0.000,0.709,-0.709,12.000,0.939,0.713,0.8895,0.3026,8.5640,0.1082
0.13635,0.000,0.727,-0.727,12.000,0.940,0.713,0.8924,0.3103,8.5671,0.1082
0.13640,0.000,0.745,-0.745,12.000,0.941,0.714,0.8954,0.3179,8.5703,0.1082
0.13645,0.000,0.763,-0.763,12.000,0.943,0.714,0.8985,0.3254,8.5734,0.1083
0.13650,0.000,0.781,-0.781,12.000,0.944,0.715,0.9016,0.3330,8.5765,0.1083
0.13655,0.000,0.799,-0.799,12.000,0.945,0.715,0.9048,0.3405,8.5797,0.1084
0.13660,0.000,0.816,-0.816,12.000,0.946,0.715,0.9081,0.3479,8.5828,0.1084
0.13665,0.000,0.834,-0.834,12.000,0.947,0.716,0.9115,0.3553,8.5860,0.1085
0.13670,0.000,0.851,-0.851,12.000,0.948,0.716,0.9149,0.3627,8.5891,0.1085
0.13675,0.000,0.869,-0.869,12.000,0.950,0.717,0.9184,0.3701,8.5923,0.1086
0.13680,0.000,0.886,-0.886,12.000,0.951,0.717,0.9220,0.3774,8.5954,0.1086
0.13685,0.000,0.903,-0.903,12.000,0.952,0.717,0.9257,0.3847,8.5985,0.1087
0.13690,0.000,0.921,-0.921,12.000,0.953,0.718,0.9294,0.3919,8.6017,0.1087
0.13695,0.000,0.938,-0.938,12.000,0.955,0.718,0.9332,0.3991,8.6048,0.1087
0.13700,0.000,0.954,-0.954,12.000,0.956,0.719,0.9371,0.4063,8.6080,0.1088
0.13705,0.000,0.971,-0.971,12.000,0.957,0.719,0.9411,0.4134,8.6111,0.1088
0.13710,0.000,0.988,-0.988,12.000,0.959,0.720,0.9451,0.4205,8.6142,0.1089
0.13715,0.000,1.005,-1.005,12.000,0.960,0.720,0.9492,0.4275,8.6174,0.1089
0.13720,0.000,1.021,-1.021,12.000,0.962,0.721,0.9534,0.4346,8.6205,0.1090
0.13725,0.000,1.037,-1.037,12.000,0.963,0.721,0.9576,0.4415,8.6237,0.1090
0.13730,0.000,1.054,-1.054,12.000,0.965,0.722,0.9619,0.4485,8.6268,0.1091
0.13735,0.000,1.070,-1.070,12.000,0.966,0.722,0.9663,0.4554,8.6300,0.1091
0.13740,0.000,1.086,-1.086,12.000,0.968,0.723,0.9707,0.4622,8.6331,0.1092
0.13745,0.000,1.102,-1.102,12.000,0.970,0.723,0.9752,0.4690,8.6362,0.1092
0.13750,0.000,1.118,-1.118,12.000,0.971,0.724,0.9798,0.4758,8.6394,0.1093
0.13755,0.000,1.133,-1.133,12.000,0.973,0.724,0.9845,0.4826,8.6425,0.1093
0.13760,0.000,1.149,-1.149,12.000,0.974,0.725,0.9892,0.4892,8.6457,0.1094
0.13765,0.000,1.165,-1.165,12.000,0.976,0.725,0.9940,0.4959,8.6488,0.1094
0.13770,0.000,1.180,-1.180,12.000,0.978,0.726,0.9988,0.5025,8.6519,0.1095
0.13775,0.000,1.195,-1.195,12.000,0.980,0.727,1.0037,0.5091,8.6551,0.1095
0.13780,0.000,1.211,-1.211,12.000,0.981,0.727,1.0087,0.5156,8.6582,0.1096
0.13785,0.000,1.226,-1.226,12.000,0.983,0.728,1.0138,0.5221,8.6614,0.1096
0.13790,0.000,1.241,-1.241,12.000,0.985,0.728,1.0189,0.5286,8.6645,0.1097
0.13795,0.000,1.256,-1.256,12.000,0.987,0.729,1.0240,0.5350,8.6677,0.1097
0.13800,0.000,1.270,-1.270,12.000,0.989,0.730,1.0293,0.5414,8.6708,0.1098
0.13805,0.000,1.285,-1.285,12.000,0.990,0.730,1.0346,0.5477,8.6739,0.1098
0.13810,0.000,1.300,-1.300,12.000,0.992,0.731,1.0400,0.5540,8.6771,0.1099
0.13815,0.000,1.314,-1.314,12.000,0.994,0.731,1.0454,0.5603,8.6802,0.1099
0.13820,0.000,1.328,-1.328,12.000,0.996,0.732,1.0509,0.5665,8.6834,0.1100
0.13825,0.000,1.343,-1.343,12.000,0.998,0.733,1.0564,0.5726,8.6865,0.1100
0.13830,0.000,1.357,-1.357,12.000,1.000,0.733,1.0621,0.5788,8.6896,0.1101
0.13835,0.000,1.371,-1.371,12.000,1.002,0.734,1.0677,0.5849,8.6928,0.1101
0.13840,0.000,1.385,-1.385,12.000,1.004,0.735,1.0735,0.5909,8.6959,0.1102
0.13845,0.000,1.398,-1.398,12.000,1.006,0.735,1.0793,0.5969,8.6991,0.1102
0.13850,0.000,1.412,-1.412,12.000,1.008,0.736,1.0851,0.6029,8.7022,0.1103
0.13855,0.000,1.425,-1.426,12.000,1.010,0.737,1.0910,0.6088,8.7054,0.1103
0.13860,0.000,1.439,-1.439,12.000,1.012,0.737,1.0970,0.6146,8.7085,0.1104
0.13865,0.000,1.452,-1.452,12.000,1.014,0.738,1.1031,0.6205,8.7116,0.1105
0.13870,0.000,1.465,-1.465,12.000,1.017,0.739,1.1091,0.6263,8.7148,0.1105
0.13875,0.000,1.479,-1.479,12.000,1.019,0.740,1.1153,0.6320,8.7179,0.1106
0.13880,0.000,1.491,-1.491,12.000,1.021,0.740,1.1215,0.6377,8.7211,0.1106
0.13885,0.000,1.504,-1.504,12.000,1.023,0.741,1.1278,0.6434,8.7242,0.1107
0.13890,0.000,1.517,-1.517,12.000,1.025,0.742,1.1341,0.6490,8.7273,0.1107
0.13895,0.000,1.530,-1.530,12.000,1.028,0.743,1.1405,0.6545,8.7305,0.1108
0.13900,0.000,1.542,-1.542,12.000,1.030,0.743,1.1469,0.6601,8.7336,0.1109
0.13905,0.000,1.555,-1.555,12.000,1.032,0.744,1.1534,0.6655,8.7368,0.1109
0.13910,0.000,1.567,-1.567,12.000,1.034,0.745,1.1599,0.6710,8.7399,0.1110
0.13915,0.000,1.579,-1.579,12.000,1.037,0.746,1.1665,0.6764,8.7431,0.1110
0.13920,0.000,1.591,-1.591,12.000,1.039,0.746,1.1732,0.6817,8.7462,0.1111
0.13925,0.000,1.603,-1.603,12.000,1.041,0.747,1.1799,0.6870,8.7493,0.1111
0.13930,0.000,1.615,-1.615,12.000,1.044,0.748,1.1867,0.6923,8.7525,0.1112
0.13935,0.000,1.626,-1.626,12.000,1.046,0.749,1.1935,0.6975,8.7556,0.1113
0.13940,0.000,1.638,-1.638,12.000,1.048,0.749,1.2003,0.7027,8.7588,0.1113
0.13945,0.000,1.649,-1.649,12.000,1.051,0.750,1.2072,0.7078,8.7619,0.1114
0.13950,0.000,1.661,-1.661,12.000,1.053,0.751,1.2142,0.7129,8.7650,0.1114
0.13955,0.000,1.672,-1.672,12.000,1.056,0.752,1.2212,0.7179,8.7682,0.1115
0.13960,0.000,1.683,-1.683,12.000,1.058,0.753,1.2283,0.7229,8.7713,0.1116
0.13965,0.000,1.694,-1.694,12.000,1.060,0.753,1.2354,0.7278,8.7745,0.1116
0.13970,0.000,1.705,-1.705,12.000,1.063,0.754,1.2426,0.7327,8.7776,0.1117
0.13975,0.000,1.716,-1.716,12.000,1.065,0.755,1.2498,0.7376,8.7808,0.1117
0.13980,0.000,1.726,-1.726,12.000,1.068,0.756,1.2571,0.7424,8.7839,0.1118
0.13985,0.000,1.737,-1.737,12.000,1.070,0.757,1.2644,0.7472,8.7870,0.1119
0.13990,0.000,1.747,-1.747,12.000,1.073,0.758,1.2717,0.7519,8.7902,0.1119
0.13995,0.000,1.757,-1.757,12.000,1.076,0.759,1.2791,0.7566,8.7933,0.1120
0.14000,0.000,1.767,-1.767,12.000,1.078,0.759,1.2866,0.7612,8.7965,0.1121
0.14005,0.000,1.777,-1.777,12.000,1.081,0.760,1.2941,0.7658,8.7996,0.1121
0.14010,0.000,1.787,-1.787,12.000,1.083,0.761,1.3016,0.7703,8.8027,0.1122
0.14015,0.000,1.797,-1.797,12.000,1.086,0.762,1.3092,0.7748,8.8059,0.1123
0.14020,0.000,1.807,-1.807,12.000,1.088,0.763,1.3169,0.7792,8.8090,0.1123
0.14025,0.000,1.816,-1.816,12.000,1.091,0.764,1.3245,0.7836,8.8122,0.1124
0.14030,0.000,1.826,-1.826,12.000,1.094,0.765,1.3323,0.7879,8.8153,0.1125
0.14035,0.000,1.835,-1.835,12.000,1.096,0.765,1.3400,0.7922,8.8185,0.1125
0.14040,0.000,1.844,-1.844,12.000,1.099,0.766,1.3478,0.7965,8.8216,0.1126
0.14045,0.000,1.853,-1.853,12.000,1.102,0.767,1.3557,0.8007,8.8247,0.1127
0.14050,0.000,1.862,-1.862,12.000,1.104,0.768,1.3636,0.8049,8.8279,0.1127
0.14055,0.000,1.871,-1.871,12.000,1.107,0.769,1.3715,0.8090,8.8310,0.1128
0.14060,0.000,1.879,-1.879,12.000,1.110,0.770,1.3795,0.8130,8.8342,0.1129
0.14065,0.000,1.888,-1.888,12.000,1.112,0.771,1.3875,0.8171,8.8373,0.1129
0.14070,0.000,1.896,-1.896,12.000,1.115,0.772,1.3956,0.8210,8.8404,0.1130
0.14075,0.000,1.905,-1.905,12.000,1.118,0.773,1.4037,0.8249,8.8436,0.1131
0.14080,0.000,1.913,-1.913,12.000,1.121,0.774,1.4118,0.8288,8.8467,0.1131
0.14085,0.000,1.921,-1.921,12.000,1.123,0.774,1.4200,0.8326,8.8499,0.1132
0.14090,0.000,1.929,-1.929,12.000,1.126,0.775,1.4282,0.8364,8.8530,0.1133
0.14095,0.000,1.937,-1.937,12.000,1.129,0.776,1.4364,0.8401,8.8561,0.1134
0.14100,0.000,1.944,-1.944,12.000,1.132,0.777,1.4447,0.8438,8.8593,0.1134
0.14105,0.000,1.952,-1.952,12.000,1.135,0.778,1.4530,0.8475,8.8624,0.1135
0.14110,0.000,1.959,-1.959,12.000,1.137,0.779,1.4614,0.8510,8.8656,0.1136
0.14115,0.000,1.967,-1.967,12.000,1.140,0.780,1.4698,0.8546,8.8687,0.1136
0.14120,0.000,1.974,-1.974,12.000,1.143,0.781,1.4782,0.8581,8.8719,0.1137
0.14125,0.000,1.981,-1.981,12.000,1.146,0.782,1.4867,0.8615,8.8750,0.1138
0.14130,0.000,1.988,-1.988,12.000,1.149,0.783,1.4952,0.8649,8.8781,0.1139
0.14135,0.000,1.995,-1.995,12.000,1.151,0.784,1.5037,0.8682,8.8813,0.1139
0.14140,0.000,2.001,-2.001,12.000,1.154,0.785,1.5123,0.8715,8.8844,0.1140
0.14145,0.000,2.008,-2.008,12.000,1.157,0.786,1.5209,0.8748,8.8876,0.1141
0.14150,0.000,2.014,-2.014,12.000,1.160,0.787,1.5295,0.8780,8.8907,0.1142
0.14155,0.000,2.021,-2.021,12.000,1.163,0.788,1.5382,0.8811,8.8938,0.1142
0.14160,0.000,2.027,-2.027,12.000,1.166,0.789,1.5469,0.8842,8.8970,0.1143
0.14165,0.000,2.033,-2.033,12.000,1.169,0.790,1.5556,0.8873,8.9001,0.1144
0.14170,0.000,2.039,-2.039,12.000,1.171,0.790,1.5644,0.8903,8.9033,0.1145
0.14175,0.000,2.045,-2.045,12.000,1.174,0.791,1.5732,0.8932,8.9064,0.1146
0.14180,0.000,2.050,-2.050,12.000,1.177,0.792,1.5820,0.8961,8.9096,0.1146
0.14185,0.000,2.056,-2.056,12.000,1.180,0.793,1.5908,0.8990,8.9127,0.1147
0.14190,0.000,2.061,-2.061,12.000,1.183,0.794,1.5997,0.9018,8.9158,0.1148
0.14195,0.000,2.067,-2.067,12.000,1.186,0.795,1.6086,0.9045,8.9190,0.1149
0.14200,0.000,2.072,-2.072,12.000,1.189,0.796,1.6175,0.9072,8.9221,0.1149
0.14205,0.000,2.077,-2.077,12.000,1.192,0.797,1.6265,0.9099,8.9253,0.1150
0.14210,0.000,2.082,-2.082,12.000,1.195,0.798,1.6355,0.9125,8.9284,0.1151
