time,ia,ib,ic,vthev_a,v_a,v_n,omega,torque,theta_elec,theta_mech
0.46985,-3.3135,6.9203,-3.6068,11.4907,11.5573,12.0596,1.0103,0.6827,29.5215,0.2464
0.46990,-3.3297,6.9152,-3.5855,11.4911,11.5580,12.0605,1.0170,0.6815,29.5247,0.2465
0.46995,-3.3459,6.9102,-3.5642,11.4914,11.5586,12.0615,1.0238,0.6803,29.5278,0.2465
0.47000,-3.3621,6.9050,-3.5429,11.4917,11.5593,12.0624,1.0304,0.6790,29.5310,0.2466
0.47005,-3.3783,6.8998,-3.5215,11.4921,11.5600,12.0633,1.0371,0.6778,29.5341,0.2466
0.47010,-3.3944,6.8945,-3.5001,11.4924,11.5606,12.0642,1.0438,0.6765,29.5373,0.2467
0.47015,-3.4105,6.8891,-3.4787,11.4928,11.5613,12.0651,1.0504,0.6753,29.5404,0.2468
0.47020,-3.4265,6.8837,-3.4572,11.4931,11.5620,12.0661,1.0571,0.6740,29.5435,0.2468
0.47025,-3.4426,6.8782,-3.4357,11.4935,11.5627,12.0670,1.0637,0.6728,29.5467,0.2469
0.47030,-3.4585,6.8727,-3.4141,11.4939,11.5634,12.0679,1.0703,0.6715,29.5498,0.2469
0.47035,-3.4745,6.8671,-3.3926,11.4942,11.5640,12.0688,1.0769,0.6702,29.5530,0.2470
0.47040,-3.4904,6.8614,-3.3710,11.4946,11.5647,12.0697,1.0835,0.6690,29.5561,0.2470
0.47045,-3.5063,6.8556,-3.3493,11.4950,11.5654,12.0706,1.0901,0.6677,29.5592,0.2471
0.47050,-3.5221,6.8498,-3.3277,11.4954,11.5661,12.0716,1.0967,0.6664,29.5624,0.2471
0.47055,-3.5380,6.8439,-3.3059,11.4958,11.5669,12.0725,1.1032,0.6651,29.5655,0.2472
0.47060,-3.5538,6.8380,-3.2842,11.4962,11.5676,12.0734,1.1098,0.6638,29.5687,0.2472
0.47065,-3.5695,6.8319,-3.2624,11.4966,11.5683,12.0743,1.1163,0.6625,29.5718,0.2473
0.47070,-3.5852,6.8259,-3.2406,11.4970,11.5690,12.0752,1.1228,0.6612,29.5750,0.2474
0.47075,-3.6009,6.8197,-3.2188,11.4974,11.5697,12.0761,1.1293,0.6599,29.5781,0.2474
0.47080,-3.6165,6.8135,-3.1969,11.4978,11.5705,12.0770,1.1358,0.6586,29.5812,0.2475
0.47085,-3.6322,6.8072,-3.1750,11.4982,11.5712,12.0779,1.1423,0.6573,29.5844,0.2475
0.47090,-3.6477,6.8009,-3.1531,11.4987,11.5719,12.0789,1.1487,0.6559,29.5875,0.2476
0.47095,-3.6633,6.7944,-3.1312,11.4991,11.5727,12.0798,1.1552,0.6546,29.5907,0.2476
0.47100,-3.6788,6.7879,-3.1092,11.4995,11.5734,12.0807,1.1616,0.6533,29.5938,0.2477
0.47105,-3.6942,6.7814,-3.0872,11.5000,11.5742,12.0816,1.1680,0.6520,29.5969,0.2478
0.47110,-3.7097,6.7748,-3.0651,11.5004,11.5749,12.0825,1.1744,0.6506,29.6001,0.2478
0.47115,-3.7251,6.7681,-3.0430,11.5009,11.5757,12.0834,1.1808,0.6493,29.6032,0.2479
0.47120,-3.7404,6.7614,-3.0209,11.5013,11.5764,12.0843,1.1872,0.6479,29.6064,0.2479
0.47125,-3.7557,6.7545,-2.9988,11.5018,11.5772,12.0852,1.1936,0.6466,29.6095,0.2480
0.47130,-3.7710,6.7477,-2.9766,11.5022,11.5780,12.0861,1.1999,0.6452,29.6126,0.2480
0.47135,-3.7863,6.7407,-2.9544,11.5027,11.5787,12.0870,1.2063,0.6439,29.6158,0.2481
0.47140,-3.8015,6.7337,-2.9322,11.5032,11.5795,12.0879,1.2126,0.6425,29.6189,0.2482
0.47145,-3.8167,6.7266,-2.9100,11.5037,11.5803,12.0888,1.2189,0.6411,29.6221,0.2482
0.47150,-3.8318,6.7195,-2.8877,11.5042,11.5811,12.0897,1.2252,0.6398,29.6252,0.2483
0.47155,-3.8469,6.7123,-2.8654,11.5047,11.5819,12.0906,1.2315,0.6384,29.6284,0.2484
0.47160,-3.8620,6.7050,-2.8431,11.5051,11.5827,12.0915,1.2378,0.6370,29.6315,0.2484
0.47165,-3.8770,6.6977,-2.8207,11.5056,11.5835,12.0924,1.2440,0.6356,29.6346,0.2485
0.47170,-3.8920,6.6903,-2.7983,11.5062,11.5843,12.0933,1.2503,0.6342,29.6378,0.2485
0.47175,-3.9069,6.6828,-2.7759,11.5067,11.5851,12.0942,1.2565,0.6328,29.6409,0.2486
0.47180,-3.9218,6.6753,-2.7535,11.5072,11.5859,12.0951,1.2627,0.6314,29.6441,0.2487
0.47185,-3.9367,6.6677,-2.7310,11.5077,11.5867,12.0960,1.2689,0.6300,29.6472,0.2487
0.47190,-3.9515,6.6600,-2.7085,11.5082,11.5876,12.0969,1.2751,0.6286,29.6504,0.2488
0.47195,-3.9663,6.6523,-2.6860,11.5088,11.5884,12.0978,1.2813,0.6272,29.6535,0.2489
0.47200,-3.9811,6.6445,-2.6634,11.5093,11.5892,12.0987,1.2874,0.6258,29.6566,0.2489
0.47205,-3.9958,6.6367,-2.6409,11.5098,11.5900,12.0995,1.2936,0.6244,29.6598,0.2490
0.47210,-4.0105,6.6287,-2.6183,11.5104,11.5909,12.1004,1.2997,0.6230,29.6629,0.2491
0.47215,-4.0251,6.6208,-2.5957,11.5109,11.5917,12.1013,1.3058,0.6216,29.6661,0.2491
0.47220,-4.0397,6.6127,-2.5730,11.5115,11.5926,12.1022,1.3119,0.6201,29.6692,0.2492
0.47225,-4.0542,6.6046,-2.5503,11.5120,11.5934,12.1031,1.3180,0.6187,29.6723,0.2492
0.47230,-4.0688,6.5964,-2.5277,11.5126,11.5943,12.1040,1.3241,0.6173,29.6755,0.2493
0.47235,-4.0832,6.5882,-2.5049,11.5132,11.5951,12.1049,1.3302,0.6158,29.6786,0.2494
0.47240,-4.0977,6.5799,-2.4822,11.5137,11.5960,12.1057,1.3362,0.6144,29.6818,0.2494
0.47245,-4.1121,6.5715,-2.4594,11.5143,11.5968,12.1066,1.3422,0.6129,29.6849,0.2495
0.47250,-4.1264,6.5631,-2.4366,11.5149,11.5977,12.1075,1.3483,0.6115,29.6881,0.2496
0.47255,-4.1407,6.5546,-2.4138,11.5155,11.5986,12.1084,1.3543,0.6100,29.6912,0.2497
0.47260,-4.1550,6.5460,-2.3910,11.5161,11.5995,12.1093,1.3602,0.6086,29.6943,0.2497
0.47265,-4.1692,6.5374,-2.3682,11.5167,11.6003,12.1101,1.3662,0.6071,29.6975,0.2498
0.47270,-4.1834,6.5287,-2.3453,11.5173,11.6012,12.1110,1.3722,0.6057,29.7006,0.2499
0.47275,-4.1976,6.5199,-2.3224,11.5179,11.6021,12.1119,1.3781,0.6042,29.7038,0.2499
0.47280,-4.2117,6.5111,-2.2995,11.5185,11.6030,12.1128,1.3840,0.6027,29.7069,0.2500
0.47285,-4.2257,6.5022,-2.2765,11.5191,11.6039,12.1136,1.3900,0.6013,29.7100,0.2501
0.47290,-4.2397,6.4933,-2.2536,11.5197,11.6048,12.1145,1.3959,0.5998,29.7132,0.2501
0.47295,-4.2537,6.4843,-2.2306,11.5204,11.6057,12.1154,1.4017,0.5983,29.7163,0.2502
0.47300,-4.2676,6.4752,-2.2076,11.5210,11.6066,12.1163,1.4076,0.5968,29.7195,0.2503
0.47305,-4.2815,6.4661,-2.1845,11.5216,11.6075,12.1171,1.4135,0.5953,29.7226,0.2503
0.47310,-4.2954,6.4569,-2.1615,11.5223,11.6084,12.1180,1.4193,0.5938,29.7257,0.2504
0.47315,-4.3092,6.4476,-2.1384,11.5229,11.6094,12.1189,1.4251,0.5923,29.7289,0.2505
0.47320,-4.3230,6.4383,-2.1154,11.5236,11.6103,12.1197,1.4309,0.5908,29.7320,0.2506
0.47325,-4.3367,6.4289,-2.0922,11.5242,11.6112,12.1206,1.4367,0.5893,29.7352,0.2506
0.47330,-4.3503,6.4195,-2.0691,11.5249,11.6121,12.1214,1.4425,0.5878,29.7383,0.2507
0.47335,-4.3640,6.4100,-2.0460,11.5255,11.6131,12.1223,1.4483,0.5863,29.7415,0.2508
0.47340,-4.3776,6.4004,-2.0228,11.5262,11.6140,12.1232,1.4540,0.5848,29.7446,0.2508
0.47345,-4.3911,6.3907,-1.9996,11.5269,11.6150,12.1240,1.4598,0.5833,29.7477,0.2509
0.47350,-4.4046,6.3810,-1.9764,11.5275,11.6159,12.1249,1.4655,0.5818,29.7509,0.2510
0.47355,-4.4181,6.3713,-1.9532,11.5282,11.6169,12.1257,1.4712,0.5803,29.7540,0.2511
0.47360,-4.4315,6.3615,-1.9300,11.5289,11.6178,12.1266,1.4769,0.5787,29.7572,0.2511
0.47365,-4.4448,6.3516,-1.9067,11.5296,11.6188,12.1274,1.4825,0.5772,29.7603,0.2512
0.47370,-4.4582,6.3416,-1.8835,11.5303,11.6197,12.1283,1.4882,0.5757,29.7634,0.2513
0.47375,-4.4714,6.3316,-1.8602,11.5310,11.6207,12.1292,1.4938,0.5741,29.7666,0.2514
0.47380,-4.4847,6.3216,-1.8369,11.5317,11.6217,12.1300,1.4995,0.5726,29.7697,0.2514
0.47385,-4.4978,6.3114,-1.8136,11.5324,11.6226,12.1309,1.5051,0.5711,29.7729,0.2515
0.47390,-4.5110,6.3012,-1.7902,11.5331,11.6236,12.1317,1.5107,0.5695,29.7760,0.2516
0.47395,-4.5241,6.2910,-1.7669,11.5339,11.6246,12.1325,1.5163,0.5680,29.7792,0.2517
0.47400,-4.5371,6.2807,-1.7435,11.5346,11.6256,12.1334,1.5218,0.5664,29.7823,0.2517
0.47405,-4.5501,6.2703,-1.7201,11.5353,11.6266,12.1342,1.5274,0.5649,29.7854,0.2518
0.47410,-4.5631,6.2598,-1.6967,11.5360,11.6276,12.1351,1.5329,0.5633,29.7886,0.2519
0.47415,-4.5760,6.2493,-1.6733,11.5368,11.6285,12.1359,1.5384,0.5618,29.7917,0.2520
0.47420,-4.5889,6.2388,-1.6499,11.5375,11.6295,12.1368,1.5439,0.5602,29.7949,0.2520
0.47425,-4.6017,6.2281,-1.6265,11.5383,11.6306,12.1376,1.5494,0.5586,29.7980,0.2521
0.47430,-4.6144,6.2175,-1.6030,11.5390,11.6316,12.1384,1.5549,0.5571,29.8011,0.2522
0.47435,-4.6272,6.2067,-1.5795,11.5398,11.6326,12.1393,1.5603,0.5555,29.8043,0.2523
0.47440,-4.6398,6.1959,-1.5561,11.5405,11.6336,12.1401,1.5658,0.5539,29.8074,0.2524
0.47445,-4.6525,6.1850,-1.5326,11.5413,11.6346,12.1409,1.5712,0.5523,29.8106,0.2524
0.47450,-4.6651,6.1741,-1.5091,11.5421,11.6356,12.1418,1.5766,0.5508,29.8137,0.2525
0.47455,-4.6776,6.1631,-1.4855,11.5428,11.6366,12.1426,1.5820,0.5492,29.8169,0.2526
0.47460,-4.6901,6.1521,-1.4620,11.5436,11.6377,12.1434,1.5874,0.5476,29.8200,0.2527
0.47465,-4.7025,6.1410,-1.4384,11.5444,11.6387,12.1442,1.5927,0.5460,29.8231,0.2528
0.47470,-4.7149,6.1298,-1.4149,11.5452,11.6397,12.1451,1.5981,0.5444,29.8263,0.2528
0.47475,-4.7273,6.1186,-1.3913,11.5460,11.6408,12.1459,1.6034,0.5428,29.8294,0.2529
0.47480,-4.7396,6.1073,-1.3677,11.5468,11.6418,12.1467,1.6087,0.5412,29.8326,0.2530
0.47485,-4.7518,6.0959,-1.3441,11.5476,11.6429,12.1476,1.6140,0.5396,29.8357,0.2531
0.47490,-4.7640,6.0845,-1.3205,11.5484,11.6439,12.1484,1.6193,0.5380,29.8388,0.2532
0.47495,-4.7761,6.0731,-1.2969,11.5492,11.6450,12.1492,1.6246,0.5364,29.8420,0.2532
0.47500,-4.7882,6.0615,-1.2733,11.5500,11.6460,12.1500,1.6298,0.5348,29.8451,0.2533
0.47505,-4.8003,6.0499,-1.2496,11.5492,11.6454,12.1492,1.6350,0.5332,29.8483,0.2534
0.47510,-4.8123,6.0383,-1.2260,11.5484,11.6449,12.1484,1.6403,0.5316,29.8514,0.2535
0.47515,-4.8243,6.0266,-1.2023,11.5476,11.6443,12.1475,1.6454,0.5300,29.8546,0.2536
0.47520,-4.8362,6.0148,-1.1787,11.5468,11.6437,12.1467,1.6506,0.5284,29.8577,0.2536
0.47525,-4.8480,6.0030,-1.1550,11.5460,11.6432,12.1459,1.6558,0.5267,29.8608,0.2537
0.47530,-4.8598,5.9911,-1.1313,11.5452,11.6426,12.1451,1.6610,0.5251,29.8640,0.2538
0.47535,-4.8716,5.9792,-1.1076,11.5444,11.6421,12.1443,1.6661,0.5235,29.8671,0.2539
0.47540,-4.8833,5.9672,-1.0839,11.5436,11.6415,12.1434,1.6712,0.5219,29.8703,0.2540
0.47545,-4.8949,5.9551,-1.0602,11.5428,11.6410,12.1426,1.6763,0.5202,29.8734,0.2541
0.47550,-4.9065,5.9430,-1.0365,11.5421,11.6404,12.1418,1.6814,0.5186,29.8765,0.2541
0.47555,-4.9181,5.9308,-1.0127,11.5413,11.6399,12.1409,1.6865,0.5170,29.8797,0.2542
0.47560,-4.9296,5.9186,-0.9890,11.5405,11.6393,12.1401,1.6915,0.5153,29.8828,0.2543
0.47565,-4.9411,5.9063,-0.9652,11.5398,11.6388,12.1393,1.6966,0.5137,29.8860,0.2544
0.47570,-4.9525,5.8939,-0.9415,11.5390,11.6383,12.1384,1.7016,0.5120,29.8891,0.2545
0.47575,-4.9638,5.8815,-0.9177,11.5383,11.6378,12.1376,1.7066,0.5104,29.8923,0.2546
0.47580,-4.9751,5.8691,-0.8940,11.5375,11.6372,12.1368,1.7116,0.5087,29.8954,0.2547
0.47585,-4.9864,5.8565,-0.8702,11.5368,11.6367,12.1359,1.7165,0.5071,29.8985,0.2547
0.47590,-4.9976,5.8440,-0.8464,11.5360,11.6362,12.1351,1.7215,0.5054,29.9017,0.2548
0.47595,-5.0087,5.8313,-0.8226,11.5353,11.6357,12.1342,1.7264,0.5038,29.9048,0.2549
0.47600,-5.0198,5.8186,-0.7988,11.5346,11.6352,12.1334,1.7313,0.5021,29.9080,0.2550
0.47605,-5.0309,5.8059,-0.7750,11.5339,11.6347,12.1326,1.7362,0.5005,29.9111,0.2551
0.47610,-5.0419,5.7931,-0.7512,11.5331,11.6342,12.1317,1.7411,0.4988,29.9142,0.2552
0.47615,-5.0528,5.7802,-0.7274,11.5324,11.6337,12.1309,1.7460,0.4971,29.9174,0.2553
0.47620,-5.0637,5.7673,-0.7036,11.5317,11.6332,12.1300,1.7509,0.4955,29.9205,0.2554
0.47625,-5.0745,5.7543,-0.6798,11.5310,11.6327,12.1292,1.7557,0.4938,29.9237,0.2554
0.47630,-5.0853,5.7413,-0.6560,11.5303,11.6322,12.1283,1.7605,0.4921,29.9268,0.2555
0.47635,-5.0960,5.7282,-0.6321,11.5296,11.6317,12.1274,1.7653,0.4905,29.9300,0.2556
0.47640,-5.1067,5.7150,-0.6083,11.5289,11.6313,12.1266,1.7701,0.4888,29.9331,0.2557
0.47645,-5.1173,5.7018,-0.5845,11.5282,11.6308,12.1257,1.7749,0.4871,29.9362,0.2558
0.47650,-5.1279,5.6885,-0.5606,11.5275,11.6303,12.1249,1.7796,0.4854,29.9394,0.2559
0.47655,-5.1384,5.6752,-0.5368,11.5269,11.6298,12.1240,1.7844,0.4837,29.9425,0.2560
0.47660,-5.1489,5.6619,-0.5129,11.5262,11.6294,12.1232,1.7891,0.4821,29.9457,0.2561
0.47665,-5.1593,5.6484,-0.4891,11.5255,11.6289,12.1223,1.7938,0.4804,29.9488,0.2562
0.47670,-5.1697,5.6349,-0.4653,11.5249,11.6285,12.1215,1.7985,0.4787,29.9519,0.2562
0.47675,-5.1800,5.6214,-0.4414,11.5242,11.6280,12.1206,1.8031,0.4770,29.9551,0.2563
0.47680,-5.1902,5.6078,-0.4176,11.5236,11.6276,12.1197,1.8078,0.4753,29.9582,0.2564
0.47685,-5.2004,5.5941,-0.3937,11.5229,11.6271,12.1189,1.8124,0.4736,29.9614,0.2565
0.47690,-5.2106,5.5804,-0.3698,11.5223,11.6267,12.1180,1.8170,0.4719,29.9645,0.2566
0.47695,-5.2207,5.5667,-0.3460,11.5216,11.6262,12.1171,1.8216,0.4702,29.9677,0.2567
0.47700,-5.2307,5.5529,-0.3221,11.5210,11.6258,12.1163,1.8262,0.4685,29.9708,0.2568
0.47705,-5.2407,5.5390,-0.2983,11.5204,11.6254,12.1154,1.8308,0.4668,29.9739,0.2569
0.47710,-5.2506,5.5251,-0.2744,11.5197,11.6249,12.1145,1.8353,0.4651,29.9771,0.2570
0.47715,-5.2605,5.5111,-0.2506,11.5191,11.6245,12.1136,1.8399,0.4634,29.9802,0.2571
0.47720,-5.2703,5.4970,-0.2267,11.5185,11.6241,12.1128,1.8444,0.4617,29.9834,0.2572
0.47725,-5.2801,5.4829,-0.2028,11.5179,11.6237,12.1119,1.8489,0.4600,29.9865,0.2572
0.47730,-5.2898,5.4688,-0.1790,11.5173,11.6233,12.1110,1.8534,0.4582,29.9896,0.2573
0.47735,-5.2995,5.4546,-0.1551,11.5167,11.6229,12.1102,1.8578,0.4565,29.9928,0.2574
0.47740,-5.3091,5.4403,-0.1313,11.5161,11.6224,12.1093,1.8623,0.4548,29.9959,0.2575
0.47745,-5.3186,5.4260,-0.1074,11.5155,11.6220,12.1084,1.8667,0.4531,29.9991,0.2576
0.47750,-5.3281,5.4117,-0.0836,11.5149,11.6216,12.1075,1.8711,0.4514,30.0022,0.2577
0.47755,-5.3375,5.3973,-0.0597,11.5143,11.6213,12.1066,1.8755,0.4496,30.0054,0.2578
0.47760,-5.3469,5.3828,-0.0359,11.5137,11.6209,12.1057,1.8799,0.4479,30.0085,0.2579
0.47765,-5.3562,5.3683,-0.0120,11.5132,11.6205,12.1049,1.8843,0.4462,30.0116,0.2580
0.47770,-5.3655,5.3537,0.0118,11.5126,11.6201,12.1040,1.8886,0.4445,30.0148,0.2581
0.47775,-5.3747,5.3391,0.0357,11.5120,11.6197,12.1031,1.8929,0.4427,30.0179,0.2582
0.47780,-5.3839,5.3244,0.0595,11.5115,11.6193,12.1022,1.8972,0.4410,30.0211,0.2583
0.47785,-5.3930,5.3097,0.0833,11.5109,11.6190,12.1013,1.9015,0.4393,30.0242,0.2584
0.47790,-5.4020,5.2949,0.1072,11.5104,11.6186,12.1004,1.9058,0.4375,30.0273,0.2585
0.47795,-5.4110,5.2800,0.1310,11.5098,11.6182,12.0996,1.9101,0.4358,30.0305,0.2586
0.47800,-5.4200,5.2652,0.1548,11.5093,11.6179,12.0987,1.9143,0.4340,30.0336,0.2587
0.47805,-5.4288,5.2502,0.1786,11.5088,11.6175,12.0978,1.9185,0.4323,30.0368,0.2588
0.47810,-5.4377,5.2352,0.2024,11.5082,11.6172,12.0969,1.9227,0.4306,30.0399,0.2589
0.47815,-5.4464,5.2202,0.2262,11.5077,11.6168,12.0960,1.9269,0.4288,30.0430,0.2589
0.47820,-5.4551,5.2051,0.2501,11.5072,11.6165,12.0951,1.9311,0.4271,30.0462,0.2590
0.47825,-5.4638,5.1899,0.2739,11.5067,11.6161,12.0942,1.9352,0.4253,30.0493,0.2591
0.47830,-5.4724,5.1747,0.2976,11.5062,11.6158,12.0933,1.9394,0.4236,30.0525,0.2592
0.47835,-5.4809,5.1595,0.3214,11.5056,11.6154,12.0924,1.9435,0.4218,30.0556,0.2593
0.47840,-5.4894,5.1442,0.3452,11.5051,11.6151,12.0915,1.9476,0.4201,30.0588,0.2594
0.47845,-5.4978,5.1288,0.3690,11.5047,11.6148,12.0906,1.9517,0.4183,30.0619,0.2595
0.47850,-5.5062,5.1134,0.3928,11.5042,11.6145,12.0897,1.9557,0.4166,30.0650,0.2596
0.47855,-5.5145,5.0980,0.4165,11.5037,11.6141,12.0888,1.9598,0.4148,30.0682,0.2597
0.47860,-5.5227,5.0825,0.4403,11.5032,11.6138,12.0879,1.9638,0.4130,30.0713,0.2598
0.47865,-5.5309,5.0669,0.4640,11.5027,11.6135,12.0870,1.9678,0.4113,30.0745,0.2599
0.47870,-5.5390,5.0513,0.4878,11.5022,11.6132,12.0861,1.9718,0.4095,30.0776,0.2600
0.47875,-5.5471,5.0356,0.5115,11.5018,11.6129,12.0852,1.9758,0.4077,30.0807,0.2601
0.47880,-5.5551,5.0199,0.5352,11.5013,11.6126,12.0843,1.9797,0.4060,30.0839,0.2602
0.47885,-5.5631,5.0042,0.5589,11.5009,11.6123,12.0834,1.9837,0.4042,30.0870,0.2603
0.47890,-5.5710,4.9884,0.5826,11.5004,11.6120,12.0825,1.9876,0.4024,30.0902,0.2604
0.47895,-5.5788,4.9725,0.6063,11.5000,11.6117,12.0816,1.9915,0.4007,30.0933,0.2605
0.47900,-5.5866,4.9566,0.6300,11.4995,11.6114,12.0807,1.9954,0.3989,30.0965,0.2606
0.47905,-5.5944,4.9406,0.6537,11.4991,11.6111,12.0798,1.9993,0.3971,30.0996,0.2607
0.47910,-5.6020,4.9246,0.6774,11.4987,11.6109,12.0789,2.0031,0.3954,30.1027,0.2608
0.47915,-5.6096,4.9086,0.7010,11.4982,11.6106,12.0779,2.0069,0.3936,30.1059,0.2609
0.47920,-5.6172,4.8925,0.7247,11.4978,11.6103,12.0770,2.0108,0.3918,30.1090,0.2610
0.47925,-5.6247,4.8763,0.7483,11.4974,11.6100,12.0761,2.0146,0.3900,30.1122,0.2611
0.47930,-5.6321,4.8601,0.7720,11.4970,11.6098,12.0752,2.0183,0.3882,30.1153,0.2612
0.47935,-5.6395,4.8439,0.7956,11.4966,11.6095,12.0743,2.0221,0.3865,30.1184,0.2613
0.47940,-5.6468,4.8276,0.8192,11.4962,11.6093,12.0734,2.0258,0.3847,30.1216,0.2614
0.47945,-5.6540,4.8112,0.8428,11.4958,11.6090,12.0725,2.0296,0.3829,30.1247,0.2615
0.47950,-5.6612,4.7949,0.8664,11.4954,11.6088,12.0716,2.0333,0.3811,30.1279,0.2616
0.47955,-5.6684,4.7784,0.8900,11.4950,11.6085,12.0706,2.0370,0.3793,30.1310,0.2617
0.47960,-5.6755,4.7619,0.9135,11.4946,11.6083,12.0697,2.0406,0.3775,30.1342,0.2618
0.47965,-5.6825,4.7454,0.9371,11.4942,11.6080,12.0688,2.0443,0.3757,30.1373,0.2619
0.47970,-5.6894,4.7288,0.9606,11.4939,11.6078,12.0679,2.0479,0.3739,30.1404,0.2620
0.47975,-5.6963,4.7122,0.9841,11.4935,11.6076,12.0670,2.0515,0.3722,30.1436,0.2621
0.47980,-5.7032,4.6955,1.0077,11.4931,11.6073,12.0661,2.0552,0.3704,30.1467,0.2622
0.47985,-5.7099,4.6788,1.0312,11.4928,11.6071,12.0651,2.0587,0.3686,30.1499,0.2623
0.47990,-5.7167,4.6620,1.0547,11.4924,11.6069,12.0642,2.0623,0.3668,30.1530,0.2624
0.47995,-5.7233,4.6452,1.0781,11.4921,11.6067,12.0633,2.0658,0.3650,30.1561,0.2625
0.48000,-5.7299,4.6283,1.1016,11.4917,11.6065,12.0624,2.0694,0.3632,30.1593,0.2627
0.48005,-5.7365,4.6114,1.1250,11.4914,11.6063,12.0614,2.0729,0.3614,30.1624,0.2628
0.48010,-5.7429,4.5945,1.1485,11.4911,11.6061,12.0605,2.0764,0.3596,30.1656,0.2629
0.48015,-5.7494,4.5775,1.1719,11.4907,11.6059,12.0596,2.0799,0.3578,30.1687,0.2630
0.48020,-5.7557,4.5604,1.1953,11.4904,11.6057,12.0587,2.0833,0.3560,30.1719,0.2631
0.48025,-5.7620,4.5433,1.2187,11.4901,11.6055,12.0578,2.0868,0.3542,30.1750,0.2632
0.48030,-5.7682,4.5262,1.2421,11.4898,11.6053,12.0568,2.0902,0.3524,30.1781,0.2633
0.48035,-5.7744,4.5090,1.2654,11.4895,11.6051,12.0559,2.0936,0.3506,30.1813,0.2634
0.48040,-5.7805,4.4918,1.2888,11.4892,11.6049,12.0550,2.0970,0.3487,30.1844,0.2635
0.48045,-5.7866,4.4745,1.3121,11.4889,11.6047,12.0540,2.1003,0.3469,30.1876,0.2636
0.48050,-5.7926,4.4572,1.3354,11.4886,11.6046,12.0531,2.1037,0.3451,30.1907,0.2637
0.48055,-5.7985,4.4398,1.3587,11.4883,11.6044,12.0522,2.1070,0.3433,30.1938,0.2638
0.48060,-5.8044,4.4224,1.3820,11.4880,11.6042,12.0513,2.1103,0.3415,30.1970,0.2639
0.48065,-5.8102,4.4050,1.4052,11.4878,11.6041,12.0503,2.1136,0.3397,30.2001,0.2640
0.48070,-5.8159,4.3875,1.4285,11.4875,11.6039,12.0494,2.1169,0.3379,30.2033,0.2641
0.48075,-5.8216,4.3699,1.4517,11.4872,11.6038,12.0485,2.1201,0.3361,30.2064,0.2642
0.48080,-5.8273,4.3523,1.4749,11.4870,11.6036,12.0476,2.1234,0.3342,30.2096,0.2643
0.48085,-5.8328,4.3347,1.4981,11.4867,11.6035,12.0466,2.1266,0.3324,30.2127,0.2644
0.48090,-5.8383,4.3170,1.5213,11.4864,11.6033,12.0457,2.1298,0.3306,30.2158,0.2645
0.48095,-5.8438,4.2993,1.5444,11.4862,11.6032,12.0448,2.1330,0.3288,30.2190,0.2646
0.48100,-5.8491,4.2816,1.5676,11.4860,11.6030,12.0438,2.1362,0.3270,30.2221,0.2648
0.48105,-5.8545,4.2638,1.5907,11.4857,11.6029,12.0429,2.1393,0.3252,30.2253,0.2649
0.48110,-5.8597,4.2459,1.6138,11.4855,11.6028,12.0420,2.1424,0.3233,30.2284,0.2650
0.48115,-5.8649,4.2280,1.6369,11.4853,11.6027,12.0410,2.1455,0.3215,30.2315,0.2651
0.48120,-5.8700,4.2101,1.6599,11.4850,11.6025,12.0401,2.1486,0.3197,30.2347,0.2652
0.48125,-5.8751,4.1921,1.6830,11.4848,11.6024,12.0392,2.1517,0.3179,30.2378,0.2653
0.48130,-5.8801,4.1741,1.7060,11.4846,11.6023,12.0382,2.1548,0.3160,30.2410,0.2654
0.48135,-5.8851,4.1561,1.7290,11.4844,11.6022,12.0373,2.1578,0.3142,30.2441,0.2655
0.48140,-5.8900,4.1380,1.7520,11.4842,11.6021,12.0364,2.1608,0.3124,30.2473,0.2656
0.48145,-5.8948,4.1198,1.7750,11.4840,11.6020,12.0354,2.1638,0.3106,30.2504,0.2657
0.48150,-5.8996,4.1016,1.7979,11.4838,11.6019,12.0345,2.1668,0.3087,30.2535,0.2658
0.48155,-5.9043,4.0834,1.8208,11.4836,11.6018,12.0335,2.1698,0.3069,30.2567,0.2659
0.48160,-5.9089,4.0652,1.8437,11.4835,11.6017,12.0326,2.1727,0.3051,30.2598,0.2660
0.48165,-5.9135,4.0469,1.8666,11.4833,11.6016,12.0317,2.1757,0.3032,30.2630,0.2662
0.48170,-5.9180,4.0285,1.8895,11.4831,11.6016,12.0307,2.1786,0.3014,30.2661,0.2663
0.48175,-5.9224,4.0101,1.9123,11.4830,11.6015,12.0298,2.1815,0.2996,30.2692,0.2664
0.48180,-5.9268,3.9917,1.9351,11.4828,11.6014,12.0289,2.1843,0.2977,30.2724,0.2665
0.48185,-5.9311,3.9732,1.9579,11.4826,11.6013,12.0279,2.1872,0.2959,30.2755,0.2666
0.48190,-5.9354,3.9547,1.9807,11.4825,11.6013,12.0270,2.1900,0.2941,30.2787,0.2667
0.48195,-5.9396,3.9362,2.0034,11.4823,11.6012,12.0260,2.1929,0.2922,30.2818,0.2668
0.48200,-5.9437,3.9176,2.0261,11.4822,11.6012,12.0251,2.1957,0.2904,30.2850,0.2669
0.48205,-5.9478,3.8990,2.0488,11.4821,11.6011,12.0242,2.1984,0.2886,30.2881,0.2670
0.48210,-5.9518,3.8803,2.0715,11.4819,11.6011,12.0232,2.2012,0.2867,30.2912,0.2671
