time,ia,ib,ic,vthev_a,v_a,v_n,omega,torque,theta_elec,theta_mech
0.00000,0.0000,0.0000,0.0000,12.0000,12.0000,12.0000,0.0000,-0.0000,0.0000,0.0000
0.00005,0.0000,-0.0259,0.0259,12.0028,12.0028,12.0009,-0.0001,0.0000,0.0031,-0.0000
0.00010,0.0001,-0.0517,0.0516,12.0057,12.0056,12.0019,-0.0002,0.0000,0.0063,-0.0000
0.00015,0.0003,-0.0775,0.0773,12.0085,12.0085,12.0028,-0.0003,0.0001,0.0094,-0.0000
0.00020,0.0006,-0.1033,0.1027,12.0113,12.0113,12.0038,-0.0004,0.0001,0.0126,-0.0000
0.00025,0.0009,-0.1290,0.1281,12.0141,12.0141,12.0047,-0.0005,0.0001,0.0157,-0.0000
0.00030,0.0014,-0.1547,0.1533,12.0170,12.0169,12.0057,-0.0006,0.0002,0.0188,-0.0000
0.00035,0.0020,-0.1803,0.1784,12.0198,12.0197,12.0066,-0.0007,0.0003,0.0220,-0.0000
0.00040,0.0026,-0.2059,0.2033,12.0226,12.0225,12.0075,-0.0008,0.0004,0.0251,-0.0000
0.00045,0.0034,-0.2314,0.2281,12.0254,12.0254,12.0085,-0.0009,0.0004,0.0283,-0.0000
0.00050,0.0042,-0.2569,0.2527,12.0283,12.0282,12.0094,-0.0010,0.0005,0.0314,-0.0000
0.00055,0.0051,-0.2824,0.2773,12.0311,12.0310,12.0104,-0.0011,0.0006,0.0346,-0.0000
0.00060,0.0061,-0.3078,0.3017,12.0339,12.0338,12.0113,-0.0012,0.0008,0.0377,-0.0000
0.00065,0.0073,-0.3332,0.3259,12.0367,12.0366,12.0122,-0.0013,0.0009,0.0408,-0.0000
0.00070,0.0085,-0.3585,0.3500,12.0396,12.0394,12.0132,-0.0014,0.0010,0.0440,-0.0000
0.00075,0.0097,-0.3838,0.3740,12.0424,12.0422,12.0141,-0.0014,0.0012,0.0471,-0.0000
0.00080,0.0111,-0.4090,0.3979,12.0452,12.0450,12.0151,-0.0015,0.0013,0.0503,-0.0000
0.00085,0.0126,-0.4342,0.4216,12.0480,12.0478,12.0160,-0.0016,0.0015,0.0534,-0.0000
0.00090,0.0142,-0.4593,0.4452,12.0509,12.0506,12.0170,-0.0017,0.0017,0.0565,-0.0000
0.00095,0.0158,-0.4844,0.4686,12.0537,12.0533,12.0179,-0.0018,0.0018,0.0597,-0.0000
0.00100,0.0175,-0.5095,0.4919,12.0565,12.0561,12.0188,-0.0019,0.0020,0.0628,-0.0000
0.00105,0.0194,-0.5345,0.5151,12.0593,12.0589,12.0198,-0.0019,0.0022,0.0660,-0.0000
0.00110,0.0213,-0.5594,0.5382,12.0622,12.0617,12.0207,-0.0020,0.0024,0.0691,-0.0000
0.00115,0.0233,-0.5843,0.5611,12.0650,12.0645,12.0217,-0.0021,0.0027,0.0723,-0.0000
0.00120,0.0253,-0.6092,0.5839,12.0678,12.0672,12.0226,-0.0022,0.0029,0.0754,-0.0000
0.00125,0.0275,-0.6340,0.6065,12.0706,12.0700,12.0235,-0.0022,0.0031,0.0785,-0.0000
0.00130,0.0298,-0.6588,0.6290,12.0734,12.0728,12.0245,-0.0023,0.0034,0.0817,-0.0000
0.00135,0.0321,-0.6835,0.6514,12.0762,12.0756,12.0254,-0.0024,0.0036,0.0848,-0.0000
0.00140,0.0345,-0.7082,0.6737,12.0791,12.0783,12.0264,-0.0024,0.0039,0.0880,-0.0000
0.00145,0.0371,-0.7328,0.6958,12.0819,12.0811,12.0273,-0.0025,0.0042,0.0911,-0.0000
0.00150,0.0397,-0.7574,0.7178,12.0847,12.0839,12.0282,-0.0026,0.0044,0.0942,-0.0000
0.00155,0.0423,-0.7820,0.7396,12.0875,12.0866,12.0292,-0.0026,0.0047,0.0974,-0.0000
0.00160,0.0451,-0.8065,0.7614,12.0903,12.0894,12.0301,-0.0027,0.0050,0.1005,-0.0000
0.00165,0.0480,-0.8309,0.7830,12.0931,12.0921,12.0310,-0.0027,0.0053,0.1037,-0.0000
0.00170,0.0509,-0.8553,0.8044,12.0960,12.0949,12.0320,-0.0028,0.0057,0.1068,-0.0000
0.00175,0.0539,-0.8797,0.8258,12.0988,12.0976,12.0329,-0.0028,0.0060,0.1100,-0.0000
0.00180,0.0570,-0.9040,0.8470,12.1016,12.1004,12.0339,-0.0029,0.0063,0.1131,-0.0000
0.00185,0.0602,-0.9283,0.8681,12.1044,12.1031,12.0348,-0.0029,0.0067,0.1162,-0.0000
0.00190,0.0635,-0.9525,0.8890,12.1072,12.1059,12.0357,-0.0029,0.0070,0.1194,-0.0000
0.00195,0.0668,-0.9767,0.9098,12.1100,12.1086,12.0367,-0.0030,0.0074,0.1225,-0.0000
0.00200,0.0703,-1.0008,0.9305,12.1128,12.1113,12.0376,-0.0030,0.0077,0.1257,-0.0000
0.00205,0.0738,-1.0249,0.9511,12.1156,12.1141,12.0385,-0.0030,0.0081,0.1288,-0.0000
0.00210,0.0774,-1.0489,0.9715,12.1184,12.1168,12.0395,-0.0030,0.0085,0.1319,-0.0000
0.00215,0.0810,-1.0729,0.9918,12.1212,12.1195,12.0404,-0.0030,0.0089,0.1351,-0.0000
0.00220,0.0848,-1.0968,1.0120,12.1240,12.1222,12.0413,-0.0030,0.0093,0.1382,-0.0000
0.00225,0.0886,-1.1207,1.0320,12.1268,12.1250,12.0423,-0.0031,0.0097,0.1414,-0.0000
0.00230,0.0925,-1.1445,1.0520,12.1296,12.1277,12.0432,-0.0031,0.0101,0.1445,-0.0000
0.00235,0.0965,-1.1683,1.0718,12.1324,12.1304,12.0441,-0.0031,0.0106,0.1477,-0.0000
0.00240,0.1006,-1.1920,1.0914,12.1352,12.1331,12.0451,-0.0030,0.0110,0.1508,-0.0000
0.00245,0.1048,-1.2157,1.1110,12.1380,12.1358,12.0460,-0.0030,0.0114,0.1539,-0.0000
0.00250,0.1090,-1.2394,1.1304,12.1408,12.1385,12.0469,-0.0030,0.0119,0.1571,-0.0000
0.00255,0.1133,-1.2630,1.1497,12.1436,12.1412,12.0479,-0.0030,0.0124,0.1602,-0.0000
0.00260,0.1177,-1.2865,1.1688,12.1464,12.1439,12.0488,-0.0030,0.0128,0.1634,-0.0000
0.00265,0.1221,-1.3100,1.1879,12.1492,12.1466,12.0497,-0.0030,0.0133,0.1665,-0.0000
0.00270,0.1267,-1.3334,1.2068,12.1520,12.1493,12.0506,-0.0029,0.0138,0.1696,-0.0000
0.00275,0.1313,-1.3568,1.2255,12.1547,12.1520,12.0516,-0.0029,0.0143,0.1728,-0.0000
0.00280,0.1360,-1.3802,1.2442,12.1575,12.1547,12.0525,-0.0028,0.0148,0.1759,-0.0000
0.00285,0.1408,-1.4035,1.2627,12.1603,12.1574,12.0534,-0.0028,0.0153,0.1791,-0.0000
0.00290,0.1456,-1.4267,1.2811,12.1631,12.1601,12.0544,-0.0027,0.0158,0.1822,-0.0000
0.00295,0.1505,-1.4499,1.2994,12.1659,12.1628,12.0553,-0.0027,0.0163,0.1854,-0.0000
0.00300,0.1555,-1.4731,1.3176,12.1686,12.1654,12.0562,-0.0026,0.0169,0.1885,-0.0000
0.00305,0.1606,-1.4962,1.3356,12.1714,12.1681,12.0571,-0.0025,0.0174,0.1916,-0.0000
0.00310,0.1657,-1.5192,1.3535,12.1742,12.1708,12.0581,-0.0025,0.0180,0.1948,-0.0000
0.00315,0.1709,-1.5422,1.3713,12.1770,12.1734,12.0590,-0.0024,0.0185,0.1979,-0.0000
0.00320,0.1762,-1.5652,1.3889,12.1797,12.1761,12.0599,-0.0023,0.0191,0.2011,-0.0000
0.00325,0.1816,-1.5881,1.4065,12.1825,12.1788,12.0608,-0.0022,0.0196,0.2042,-0.0000
0.00330,0.1870,-1.6109,1.4239,12.1853,12.1814,12.0618,-0.0021,0.0202,0.2073,-0.0000
0.00335,0.1925,-1.6337,1.4412,12.1880,12.1841,12.0627,-0.0020,0.0208,0.2105,-0.0000
0.00340,0.1981,-1.6565,1.4583,12.1908,12.1867,12.0636,-0.0019,0.0214,0.2136,-0.0000
0.00345,0.2038,-1.6792,1.4754,12.1936,12.1894,12.0645,-0.0018,0.0220,0.2168,-0.0000
0.00350,0.2095,-1.7018,1.4923,12.1963,12.1920,12.0654,-0.0017,0.0226,0.2199,-0.0000
0.00355,0.2153,-1.7244,1.5091,12.1991,12.1947,12.0664,-0.0016,0.0232,0.2231,-0.0000
0.00360,0.2212,-1.7469,1.5258,12.2018,12.1973,12.0673,-0.0014,0.0239,0.2262,-0.0000
0.00365,0.2271,-1.7694,1.5423,12.2046,12.1999,12.0682,-0.0013,0.0245,0.2293,-0.0000
0.00370,0.2331,-1.7919,1.5588,12.2074,12.2026,12.0691,-0.0011,0.0251,0.2325,-0.0000
0.00375,0.2392,-1.8143,1.5751,12.2101,12.2052,12.0700,-0.0010,0.0258,0.2356,-0.0000
0.00380,0.2453,-1.8366,1.5913,12.2128,12.2078,12.0710,-0.0008,0.0264,0.2388,-0.0000
0.00385,0.2516,-1.8589,1.6073,12.2156,12.2104,12.0719,-0.0007,0.0271,0.2419,-0.0000
0.00390,0.2578,-1.8811,1.6233,12.2183,12.2131,12.0728,-0.0005,0.0278,0.2450,-0.0000
0.00395,0.2642,-1.9033,1.6391,12.2211,12.2157,12.0737,-0.0003,0.0284,0.2482,-0.0000
0.00400,0.2706,-1.9254,1.6548,12.2238,12.2183,12.0746,-0.0001,0.0291,0.2513,-0.0000
0.00405,0.2771,-1.9475,1.6704,12.2266,12.2209,12.0755,0.0001,0.0298,0.2545,-0.0000
0.00410,0.2837,-1.9695,1.6859,12.2293,12.2235,12.0764,0.0003,0.0305,0.2576,-0.0000
0.00415,0.2903,-1.9915,1.7012,12.2320,12.2261,12.0773,0.0005,0.0312,0.2608,-0.0000
0.00420,0.2970,-2.0134,1.7165,12.2348,12.2287,12.0783,0.0007,0.0319,0.2639,-0.0000
0.00425,0.3037,-2.0353,1.7316,12.2375,12.2313,12.0792,0.0009,0.0326,0.2670,-0.0000
0.00430,0.3106,-2.0571,1.7466,12.2402,12.2339,12.0801,0.0011,0.0333,0.2702,-0.0000
0.00435,0.3175,-2.0789,1.7614,12.2429,12.2364,12.0810,0.0014,0.0341,0.2733,-0.0000
0.00440,0.3244,-2.1006,1.7762,12.2457,12.2390,12.0819,0.0016,0.0348,0.2765,-0.0000
0.00445,0.3314,-2.1223,1.7908,12.2484,12.2416,12.0828,0.0018,0.0356,0.2796,-0.0000
0.00450,0.3385,-2.1439,1.8053,12.2511,12.2442,12.0837,0.0021,0.0363,0.2827,-0.0000
0.00455,0.3457,-2.1654,1.8197,12.2538,12.2467,12.0846,0.0024,0.0371,0.2859,-0.0000
0.00460,0.3529,-2.1869,1.8340,12.2565,12.2493,12.0855,0.0026,0.0378,0.2890,-0.0000
0.00465,0.3602,-2.2084,1.8482,12.2592,12.2519,12.0864,0.0029,0.0386,0.2922,-0.0000
0.00470,0.3675,-2.2298,1.8622,12.2619,12.2544,12.0873,0.0032,0.0394,0.2953,-0.0000
0.00475,0.3749,-2.2511,1.8762,12.2646,12.2570,12.0882,0.0035,0.0402,0.2985,-0.0000
0.00480,0.3824,-2.2724,1.8900,12.2673,12.2595,12.0891,0.0038,0.0410,0.3016,-0.0000
0.00485,0.3899,-2.2936,1.9037,12.2700,12.2621,12.0900,0.0041,0.0418,0.3047,-0.0000
0.00490,0.3975,-2.3148,1.9172,12.2727,12.2646,12.0909,0.0044,0.0426,0.3079,-0.0000
0.00495,0.4052,-2.3359,1.9307,12.2754,12.2672,12.0918,0.0047,0.0434,0.3110,-0.0000
0.00500,0.4129,-2.3570,1.9441,12.2781,12.2697,12.0927,0.0051,0.0442,0.3142,-0.0000
0.00505,0.4207,-2.3780,1.9573,12.2808,12.2722,12.0936,0.0054,0.0450,0.3173,-0.0000
0.00510,0.4285,-2.3989,1.9704,12.2835,12.2748,12.0945,0.0058,0.0458,0.3204,-0.0000
0.00515,0.4364,-2.4198,1.9834,12.2862,12.2773,12.0954,0.0061,0.0467,0.3236,-0.0000
0.00520,0.4444,-2.4407,1.9963,12.2888,12.2798,12.0963,0.0065,0.0475,0.3267,-0.0000
0.00525,0.4524,-2.4615,2.0091,12.2915,12.2823,12.0972,0.0069,0.0484,0.3299,-0.0000
0.00530,0.4605,-2.4822,2.0217,12.2942,12.2848,12.0981,0.0073,0.0492,0.3330,-0.0000
0.00535,0.4686,-2.5029,2.0343,12.2969,12.2873,12.0990,0.0076,0.0501,0.3362,-0.0000
0.00540,0.4768,-2.5235,2.0467,12.2995,12.2898,12.0998,0.0080,0.0509,0.3393,-0.0000
0.00545,0.4851,-2.5441,2.0590,12.3022,12.2923,12.1007,0.0085,0.0518,0.3424,-0.0000
0.00550,0.4934,-2.5646,2.0712,12.3049,12.2948,12.1016,0.0089,0.0527,0.3456,-0.0000
0.00555,0.5018,-2.5851,2.0833,12.3075,12.2973,12.1025,0.0093,0.0536,0.3487,-0.0000
0.00560,0.5102,-2.6055,2.0953,12.3102,12.2998,12.1034,0.0097,0.0545,0.3519,-0.0000
0.00565,0.5187,-2.6259,2.1071,12.3128,12.3023,12.1043,0.0102,0.0554,0.3550,-0.0000
0.00570,0.5273,-2.6461,2.1189,12.3155,12.3048,12.1052,0.0106,0.0563,0.3581,-0.0000
0.00575,0.5359,-2.6664,2.1305,12.3181,12.3072,12.1060,0.0111,0.0572,0.3613,0.0000
0.00580,0.5445,-2.6866,2.1420,12.3208,12.3097,12.1069,0.0116,0.0581,0.3644,0.0000
0.00585,0.5532,-2.7067,2.1535,12.3234,12.3122,12.1078,0.0121,0.0590,0.3676,0.0000
0.00590,0.5620,-2.7268,2.1648,12.3260,12.3146,12.1087,0.0125,0.0599,0.3707,0.0000
0.00595,0.5708,-2.7468,2.1759,12.3287,12.3171,12.1096,0.0130,0.0609,0.3738,0.0000
0.00600,0.5797,-2.7667,2.1870,12.3313,12.3195,12.1104,0.0135,0.0618,0.3770,0.0000
0.00605,0.5887,-2.7866,2.1980,12.3339,12.3220,12.1113,0.0141,0.0627,0.3801,0.0000
0.00610,0.5976,-2.8065,2.2088,12.3366,12.3244,12.1122,0.0146,0.0637,0.3833,0.0000
0.00615,0.6067,-2.8263,2.2196,12.3392,12.3269,12.1131,0.0151,0.0646,0.3864,0.0000
0.00620,0.6158,-2.8460,2.2302,12.3418,12.3293,12.1139,0.0157,0.0656,0.3896,0.0000
0.00625,0.6249,-2.8657,2.2407,12.3444,12.3317,12.1148,0.0162,0.0666,0.3927,0.0000
0.00630,0.6341,-2.8853,2.2511,12.3470,12.3342,12.1157,0.0168,0.0675,0.3958,0.0000
0.00635,0.6434,-2.9049,2.2615,12.3496,12.3366,12.1165,0.0174,0.0685,0.3990,0.0000
0.00640,0.6527,-2.9244,2.2716,12.3522,12.3390,12.1174,0.0180,0.0695,0.4021,0.0000
0.00645,0.6621,-2.9438,2.2817,12.3548,12.3414,12.1183,0.0186,0.0705,0.4053,0.0000
0.00650,0.6715,-2.9632,2.2917,12.3574,12.3438,12.1191,0.0192,0.0715,0.4084,0.0000
0.00655,0.6809,-2.9825,2.3016,12.3600,12.3462,12.1200,0.0198,0.0725,0.4115,0.0000
0.00660,0.6905,-3.0018,2.3113,12.3626,12.3486,12.1209,0.0204,0.0735,0.4147,0.0000
0.00665,0.7000,-3.0210,2.3210,12.3652,12.3510,12.1217,0.0210,0.0745,0.4178,0.0000
0.00670,0.7096,-3.0402,2.3305,12.3678,12.3534,12.1226,0.0217,0.0755,0.4210,0.0000
0.00675,0.7193,-3.0593,2.3399,12.3704,12.3558,12.1235,0.0223,0.0765,0.4241,0.0000
0.00680,0.7290,-3.0783,2.3493,12.3729,12.3582,12.1243,0.0230,0.0775,0.4273,0.0000
0.00685,0.7388,-3.0973,2.3585,12.3755,12.3605,12.1252,0.0237,0.0786,0.4304,0.0000
0.00690,0.7486,-3.1162,2.3676,12.3781,12.3629,12.1260,0.0244,0.0796,0.4335,0.0000
0.00695,0.7585,-3.1351,2.3766,12.3806,12.3653,12.1269,0.0251,0.0806,0.4367,0.0000
0.00700,0.7684,-3.1539,2.3855,12.3832,12.3676,12.1277,0.0258,0.0817,0.4398,0.0000
0.00705,0.7783,-3.1726,2.3943,12.3858,12.3700,12.1286,0.0265,0.0827,0.4430,0.0000
0.00710,0.7883,-3.1913,2.4029,12.3883,12.3723,12.1294,0.0272,0.0838,0.4461,0.0000
0.00715,0.7984,-3.2099,2.4115,12.3909,12.3747,12.1303,0.0279,0.0848,0.4492,0.0000
0.00720,0.8085,-3.2285,2.4200,12.3934,12.3770,12.1311,0.0287,0.0859,0.4524,0.0000
0.00725,0.8186,-3.2470,2.4283,12.3959,12.3794,12.1320,0.0294,0.0870,0.4555,0.0000
0.00730,0.8288,-3.2654,2.4366,12.3985,12.3817,12.1328,0.0302,0.0880,0.4587,0.0000
0.00735,0.8391,-3.2838,2.4448,12.4010,12.3840,12.1337,0.0310,0.0891,0.4618,0.0000
0.00740,0.8494,-3.3022,2.4528,12.4035,12.3864,12.1345,0.0318,0.0902,0.4650,0.0000
0.00745,0.8597,-3.3204,2.4607,12.4061,12.3887,12.1354,0.0326,0.0913,0.4681,0.0000
0.00750,0.8701,-3.3387,2.4686,12.4086,12.3910,12.1362,0.0334,0.0924,0.4712,0.0000
0.00755,0.8805,-3.3568,2.4763,12.4111,12.3933,12.1370,0.0342,0.0935,0.4744,0.0000
0.00760,0.8910,-3.3749,2.4839,12.4136,12.3956,12.1379,0.0351,0.0946,0.4775,0.0000
0.00765,0.9015,-3.3929,2.4915,12.4161,12.3979,12.1387,0.0359,0.0957,0.4807,0.0000
0.00770,0.9120,-3.4109,2.4989,12.4186,12.4002,12.1395,0.0368,0.0968,0.4838,0.0000
0.00775,0.9226,-3.4288,2.5062,12.4211,12.4025,12.1404,0.0376,0.0979,0.4869,0.0000
0.00780,0.9333,-3.4467,2.5134,12.4236,12.4048,12.1412,0.0385,0.0990,0.4901,0.0000
0.00785,0.9439,-3.4645,2.5205,12.4261,12.4070,12.1420,0.0394,0.1001,0.4932,0.0001
0.00790,0.9547,-3.4822,2.5275,12.4286,12.4093,12.1429,0.0403,0.1012,0.4964,0.0001
0.00795,0.9654,-3.4999,2.5344,12.4311,12.4116,12.1437,0.0412,0.1024,0.4995,0.0001
0.00800,0.9762,-3.5175,2.5412,12.4336,12.4138,12.1445,0.0421,0.1035,0.5027,0.0001
0.00805,0.9871,-3.5350,2.5479,12.4361,12.4161,12.1454,0.0431,0.1046,0.5058,0.0001
0.00810,0.9980,-3.5525,2.5545,12.4385,12.4183,12.1462,0.0440,0.1058,0.5089,0.0001
0.00815,1.0089,-3.5699,2.5610,12.4410,12.4206,12.1470,0.0450,0.1069,0.5121,0.0001
0.00820,1.0199,-3.5873,2.5674,12.4435,12.4228,12.1478,0.0459,0.1081,0.5152,0.0001
0.00825,1.0309,-3.6046,2.5737,12.4459,12.4251,12.1486,0.0469,0.1092,0.5184,0.0001
0.00830,1.0420,-3.6218,2.5799,12.4484,12.4273,12.1495,0.0479,0.1104,0.5215,0.0001
0.00835,1.0531,-3.6390,2.5860,12.4503,12.4290,12.1497,0.0489,0.1115,0.5246,0.0001
0.00840,1.0642,-3.6561,2.5919,12.4511,12.4296,12.1489,0.0499,0.1127,0.5278,0.0001
0.00845,1.0754,-3.6732,2.5978,12.4519,12.4302,12.1481,0.0510,0.1139,0.5309,0.0001
0.00850,1.0866,-3.6902,2.6036,12.4527,12.4307,12.1473,0.0520,0.1151,0.5341,0.0001
0.00855,1.0978,-3.7071,2.6093,12.4535,12.4313,12.1464,0.0530,0.1162,0.5372,0.0001
0.00860,1.1091,-3.7240,2.6149,12.4543,12.4319,12.1456,0.0541,0.1174,0.5404,0.0001
0.00865,1.1204,-3.7408,2.6204,12.4551,12.4324,12.1448,0.0552,0.1186,0.5435,0.0001
0.00870,1.1318,-3.7575,2.6258,12.4559,12.4330,12.1440,0.0563,0.1198,0.5466,0.0001
0.00875,1.1432,-3.7742,2.6310,12.4566,12.4336,12.1431,0.0574,0.1210,0.5498,0.0001
0.00880,1.1546,-3.7908,2.6362,12.4574,12.4341,12.1423,0.0585,0.1222,0.5529,0.0001
0.00885,1.1661,-3.8074,2.6413,12.4582,12.4346,12.1415,0.0596,0.1234,0.5561,0.0001
0.00890,1.1776,-3.8239,2.6463,12.4590,12.4352,12.1407,0.0607,0.1246,0.5592,0.0001
0.00895,1.1891,-3.8403,2.6512,12.4597,12.4357,12.1398,0.0619,0.1258,0.5623,0.0001
0.00900,1.2007,-3.8567,2.6560,12.4605,12.4362,12.1390,0.0630,0.1270,0.5655,0.0001
0.00905,1.2123,-3.8730,2.6607,12.4612,12.4368,12.1382,0.0642,0.1282,0.5686,0.0001
0.00910,1.2240,-3.8893,2.6653,12.4620,12.4373,12.1373,0.0654,0.1294,0.5718,0.0001
0.00915,1.2356,-3.9054,2.6698,12.4627,12.4378,12.1365,0.0666,0.1306,0.5749,0.0001
0.00920,1.2473,-3.9216,2.6742,12.4635,12.4383,12.1356,0.0678,0.1319,0.5781,0.0001
0.00925,1.2591,-3.9376,2.6785,12.4642,12.4388,12.1348,0.0690,0.1331,0.5812,0.0001
0.00930,1.2709,-3.9536,2.6827,12.4649,12.4393,12.1340,0.0702,0.1343,0.5843,0.0001
0.00935,1.2827,-3.9695,2.6868,12.4657,12.4398,12.1331,0.0715,0.1355,0.5875,0.0001
0.00940,1.2945,-3.9854,2.6909,12.4664,12.4403,12.1323,0.0727,0.1368,0.5906,0.0001
0.00945,1.3064,-4.0012,2.6948,12.4671,12.4407,12.1314,0.0740,0.1380,0.5938,0.0001
0.00950,1.3183,-4.0169,2.6986,12.4678,12.4412,12.1306,0.0753,0.1393,0.5969,0.0001
0.00955,1.3303,-4.0326,2.7023,12.4685,12.4417,12.1297,0.0766,0.1405,0.6000,0.0001
0.00960,1.3422,-4.0482,2.7060,12.4692,12.4421,12.1289,0.0779,0.1418,0.6032,0.0002
0.00965,1.3543,-4.0638,2.7095,12.4699,12.4426,12.1280,0.0792,0.1430,0.6063,0.0002
0.00970,1.3663,-4.0792,2.7130,12.4706,12.4431,12.1272,0.0805,0.1443,0.6095,0.0002
0.00975,1.3784,-4.0947,2.7163,12.4713,12.4435,12.1263,0.0818,0.1455,0.6126,0.0002
0.00980,1.3905,-4.1100,2.7196,12.4720,12.4439,12.1255,0.0832,0.1468,0.6158,0.0002
0.00985,1.4026,-4.1253,2.7227,12.4727,12.4444,12.1246,0.0846,0.1480,0.6189,0.0002
0.00990,1.4147,-4.1405,2.7258,12.4734,12.4448,12.1237,0.0860,0.1493,0.6220,0.0002
0.00995,1.4269,-4.1557,2.7288,12.4740,12.4452,12.1229,0.0873,0.1506,0.6252,0.0002
0.01000,1.4391,-4.1708,2.7316,12.4747,12.4457,12.1220,0.0887,0.1518,0.6283,0.0002
0.01005,1.4514,-4.1858,2.7344,12.4754,12.4461,12.1212,0.0902,0.1531,0.6315,0.0002
0.01010,1.4637,-4.2008,2.7371,12.4760,12.4465,12.1203,0.0916,0.1544,0.6346,0.0002
0.01015,1.4760,-4.2157,2.7397,12.4767,12.4469,12.1194,0.0930,0.1557,0.6377,0.0002
0.01020,1.4883,-4.2305,2.7422,12.4773,12.4473,12.1186,0.0945,0.1570,0.6409,0.0002
0.01025,1.5006,-4.2453,2.7447,12.4780,12.4477,12.1177,0.0960,0.1582,0.6440,0.0002
0.01030,1.5130,-4.2600,2.7470,12.4786,12.4481,12.1168,0.0974,0.1595,0.6472,0.0002
0.01035,1.5254,-4.2746,2.7492,12.4792,12.4485,12.1160,0.0989,0.1608,0.6503,0.0002
0.01040,1.5379,-4.2892,2.7514,12.4799,12.4488,12.1151,0.1004,0.1621,0.6535,0.0002
0.01045,1.5503,-4.3037,2.7534,12.4805,12.4492,12.1142,0.1020,0.1634,0.6566,0.0002
0.01050,1.5628,-4.3182,2.7554,12.4811,12.4496,12.1134,0.1035,0.1647,0.6597,0.0002
0.01055,1.5753,-4.3325,2.7572,12.4817,12.4500,12.1125,0.1050,0.1660,0.6629,0.0002
0.01060,1.5879,-4.3469,2.7590,12.4823,12.4503,12.1116,0.1066,0.1673,0.6660,0.0002
0.01065,1.6004,-4.3611,2.7607,12.4829,12.4507,12.1107,0.1082,0.1686,0.6692,0.0003
0.01070,1.6130,-4.3753,2.7623,12.4835,12.4510,12.1099,0.1098,0.1699,0.6723,0.0003
0.01075,1.6256,-4.3894,2.7638,12.4841,12.4514,12.1090,0.1114,0.1712,0.6754,0.0003
0.01080,1.6382,-4.4034,2.7652,12.4847,12.4517,12.1081,0.1130,0.1725,0.6786,0.0003
0.01085,1.6509,-4.4174,2.7665,12.4853,12.4520,12.1072,0.1146,0.1738,0.6817,0.0003
0.01090,1.6636,-4.4313,2.7678,12.4859,12.4524,12.1063,0.1162,0.1752,0.6849,0.0003
0.01095,1.6763,-4.4452,2.7689,12.4865,12.4527,12.1055,0.1179,0.1765,0.6880,0.0003
0.01100,1.6890,-4.4590,2.7700,12.4870,12.4530,12.1046,0.1195,0.1778,0.6912,0.0003
0.01105,1.7018,-4.4727,2.7709,12.4876,12.4533,12.1037,0.1212,0.1791,0.6943,0.0003
0.01110,1.7145,-4.4863,2.7718,12.4882,12.4536,12.1028,0.1229,0.1804,0.6974,0.0003
0.01115,1.7273,-4.4999,2.7726,12.4887,12.4539,12.1019,0.1246,0.1818,0.7006,0.0003
0.01120,1.7401,-4.5134,2.7733,12.4893,12.4542,12.1010,0.1263,0.1831,0.7037,0.0003
0.01125,1.7530,-4.5269,2.7739,12.4898,12.4545,12.1001,0.1281,0.1844,0.7069,0.0003
0.01130,1.7658,-4.5403,2.7745,12.4904,12.4548,12.0993,0.1298,0.1857,0.7100,0.0003
0.01135,1.7787,-4.5536,2.7749,12.4909,12.4551,12.0984,0.1316,0.1871,0.7131,0.0003
0.01140,1.7916,-4.5668,2.7753,12.4914,12.4553,12.0975,0.1333,0.1884,0.7163,0.0003
0.01145,1.8045,-4.5800,2.7755,12.4920,12.4556,12.0966,0.1351,0.1897,0.7194,0.0003
0.01150,1.8174,-4.5931,2.7757,12.4925,12.4559,12.0957,0.1369,0.1911,0.7226,0.0004
0.01155,1.8304,-4.6062,2.7758,12.4930,12.4561,12.0948,0.1387,0.1924,0.7257,0.0004
0.01160,1.8434,-4.6192,2.7758,12.4935,12.4564,12.0939,0.1405,0.1938,0.7288,0.0004
0.01165,1.8564,-4.6321,2.7757,12.4940,12.4566,12.0930,0.1424,0.1951,0.7320,0.0004
0.01170,1.8694,-4.6449,2.7756,12.4945,12.4569,12.0921,0.1442,0.1964,0.7351,0.0004
0.01175,1.8824,-4.6577,2.7753,12.4950,12.4571,12.0912,0.1461,0.1978,0.7383,0.0004
0.01180,1.8954,-4.6704,2.7750,12.4955,12.4573,12.0903,0.1480,0.1991,0.7414,0.0004
0.01185,1.9085,-4.6831,2.7746,12.4960,12.4576,12.0894,0.1499,0.2005,0.7446,0.0004
0.01190,1.9216,-4.6956,2.7741,12.4965,12.4578,12.0885,0.1518,0.2018,0.7477,0.0004
0.01195,1.9347,-4.7081,2.7735,12.4970,12.4580,12.0876,0.1537,0.2032,0.7508,0.0004
0.01200,1.9478,-4.7206,2.7728,12.4974,12.4582,12.0867,0.1556,0.2045,0.7540,0.0004
0.01205,1.9609,-4.7330,2.7720,12.4979,12.4584,12.0858,0.1575,0.2059,0.7571,0.0004
0.01210,1.9741,-4.7453,2.7712,12.4984,12.4586,12.0849,0.1595,0.2072,0.7603,0.0004
0.01215,1.9872,-4.7575,2.7703,12.4988,12.4588,12.0840,0.1615,0.2086,0.7634,0.0005
0.01220,2.0004,-4.7697,2.7693,12.4993,12.4590,12.0831,0.1635,0.2100,0.7665,0.0005
